ID,TITLE,ANSWER,Level,lex_score,grammar_score,dictation_score,reasons
370,#370 WFD,The course helps students to improve their pronunciation skills.,1,0,0,1,"lex=0(rare_avg=4.12: pronunciation(3.51), helps(4.74)) | dictation=dense(6)"
371,#371 WFD,The timetable will be posted on the website in the morning.,2,0,1,1,"lex=0(rare_avg=4.21: timetable(3.44), posted(4.97)) | grammar=passive(be posted) | dictation=long(11)"
372,#372 WFD,The courses cover several aspects of the subject.,1,0,0,0,"lex=0(rare_avg=4.48: courses(4.46), aspects(4.50))"
373,#373 WFD,The earth's atmosphere is primarily composed of oxygen and nitrogen gases.,2,1,1,3,"lex=1(rare_avg=3.75: gases(3.73), nitrogen(3.76)) | grammar=passive(is primarily composed) | dictation=contraction; long(11); dense(7)"
374,#374 WFD,The curriculum should be adjusted to incorporate recent developments.,3,0,2,0,"lex=0(rare_avg=3.98: incorporate(3.85), adjusted(4.11)) | grammar=modal(should); passive(be adjusted)"
375,#375 WFD,The dance department stages elaborate performances each semester.,1,0,0,1,"lex=0(rare_avg=4.04: semester(4.03), elaborate(4.06)) | dictation=dense(6)"
376,#376 WFD,The decision was made with the support of several faculty members.,2,0,0,2,"lex=0(rare_avg=4.71: faculty(4.32), decision(5.09)) | dictation=long(11); dense(6)"
377,#377 WFD,The department has a higher proportion of postgraduate students.,1,1,0,0,"lex=1(rare_avg=3.70: postgraduate(3.28), proportion(4.11))"
379,#379 WFD,The designers will complete the plan later today.,1,0,0,0,"lex=0(rare_avg=4.57: designers(4.05), complete(5.10))"
380,#380 WFD,The development of information technology has greatly changed the way people work.,2,0,1,2,"lex=0(rare_avg=4.70: greatly(4.33), changed(5.07)) | grammar=perfect(has greatly changed) | dictation=long(12); dense(8)"
381,#381 WFD,The dining hall will undergo renovations during the fall break.,1,1,0,1,"lex=1(rare_avg=3.60: renovations(3.40), undergo(3.81)) | dictation=dense(6)"
382,#382 WFD,The director of the gallery was grateful for the anonymous donation.,1,0,0,1,"lex=0(rare_avg=4.08: donation(4.00), anonymous(4.17)) | dictation=long(11)"
383,#383 WFD,Policies failed because the union leaders disagreed over the issue.,1,0,0,1,"lex=0(rare_avg=4.10: disagreed(3.49), policies(4.71)) | dictation=dense(7)"
384,#384 WFD,The main aim is to introduce educational reforms.,1,0,0,0,"lex=0(rare_avg=4.21: reforms(4.06), introduce(4.37))"
386,#386 WFD,The economics books are at the back on the left.,1,0,0,0,"lex=0(rare_avg=4.79: economics(4.42), books(5.15))"
387,#387 WFD,The economy is now showing the first sign of recovery.,1,0,0,0,"lex=0(rare_avg=4.72: recovery(4.58), economy(4.87))"
388,#388 WFD,High fees caused students to look more critically at what universities offer.,2,0,0,2,"lex=0(rare_avg=4.12: critically(3.88), universities(4.36)) | dictation=long(12); dense(8)"
389,#389 WFD,The lectures and references are downloadable on the internet.,1,1,0,0,"lex=1(rare_avg=3.56: downloadable(3.16), lectures(3.96))"
390,#390 WFD,"While studying, you need to take regular breaks.",1,0,0,1,"lex=0(rare_avg=4.44: studying(4.42), breaks(4.46)) | dictation=dense(6)"
391,#391 WFD,The equality has not yet been achieved in this society.,3,0,2,0,"lex=0(rare_avg=4.38: equality(4.26), achieved(4.49)) | grammar=passive(been achieved); perfect(has not yet been)"
392,#392 WFD,The lecture will focus on the challenge of urban development.,1,0,0,0,"lex=0(rare_avg=4.39: lecture(4.14), urban(4.65))"
393,#393 WFD,The essay will be published once the research is finished.,1,0,1,0,"lex=0(rare_avg=4.59: essay(4.23), finished(4.94)) | grammar=passive(be published)"
394,#394 WFD,The evaluation forms will be reviewed by university personnel.,1,0,1,0,"lex=0(rare_avg=4.22: evaluation(4.21), reviewed(4.23)) | grammar=passive(be reviewed)"
395,#395 WFD,The exam application system has been upgraded for professional exams.,3,0,2,1,"lex=0(rare_avg=3.96: upgraded(3.93), exams(4.00)) | grammar=passive(been upgraded); perfect(has been upgraded) | dictation=dense(6)"
396,#396 WFD,The excursion for children is very much open to debate.,1,0,0,0,"lex=0(rare_avg=3.98: excursion(3.33), debate(4.64))"
397,#397 WFD,The extent of advertising to children is open to much debate.,2,0,0,2,"lex=0(rare_avg=4.50: extent(4.47), advertising(4.54)) | dictation=long(11); dense(6)"
399,#399 WFD,"The faculty staff are very approachable, helpful and extremely friendly.",2,1,0,2,"lex=1(rare_avg=3.62: approachable(2.91), faculty(4.32)) | dictation=list_enum; dense(6)"
400,#400 WFD,The features issued the same explanation of the problem.,1,0,0,0,"lex=0(rare_avg=4.59: explanation(4.44), issued(4.73))"
401,#401 WFD,Students live in the hall of residence during term time.,1,0,0,1,"lex=0(rare_avg=4.62: residence(4.36), hall(4.87)) | dictation=dense(6)"
402,#402 WFD,The final year will consist of four taught courses and one project.,2,0,0,2,"lex=0(rare_avg=4.20: consist(3.94), courses(4.46)) | dictation=long(12); dense(8)"
404,#404 WFD,The first assignment is due on the fourteenth of September.,1,1,0,0,"lex=1(rare_avg=3.76: fourteenth(3.35), assignment(4.18))"
405,#405 WFD,You need to take clear notes while learning new languages.,1,0,0,1,"lex=0(rare_avg=4.63: languages(4.42), notes(4.84)) | dictation=dense(8)"
406,#406 WFD,Dipping into this as a hobby is an enormously rewarding experience.,2,1,0,1,"lex=1(rare_avg=3.44: enormously(3.39), dipping(3.48)) | dictation=long(11)"
407,#407 WFD,The history of the movement was recorded by several writers.,1,0,1,0,"lex=0(rare_avg=4.61: writers(4.55), recorded(4.66)) | grammar=passive(was recorded)"
408,#408 WFD,The seminar on writing skills has been canceled.,3,1,2,0,"lex=1(rare_avg=3.83: seminar(3.77), canceled(3.90)) | grammar=passive(been canceled); perfect(has been canceled)"
409,#409 WFD,The importance of this event was not yet fully understood.,1,0,0,0,"lex=0(rare_avg=4.57: importance(4.56), understood(4.58))"
410,#410 WFD,An introduction is an essential element of a presentation.,1,0,1,0,"lex=0(rare_avg=4.38: presentation(4.31), element(4.46)) | grammar=passive(is an essential element)"
411,#411 WFD,The island is located at the south end of the bay.,2,0,1,1,"lex=0(rare_avg=4.79: bay(4.73), located(4.86)) | grammar=passive(is located) | dictation=long(11)"
412,#412 WFD,The key difference between courses is the kind of assessment.,1,0,0,0,"lex=0(rare_avg=4.46: courses(4.46), assessment(4.46))"
413,#413 WFD,The key findings seemed to contradict our initial hypothesis.,1,1,0,1,"lex=1(rare_avg=3.61: contradict(3.35), hypothesis(3.87)) | dictation=dense(6)"
414,#414 WFD,The leading companies changed their policies after the reports were released.,2,0,1,2,"lex=0(rare_avg=4.80: policies(4.71), reports(4.90)) | grammar=passive(were released) | dictation=long(11); dense(6)"
415,#415 WFD,The lecture will cover the reason of climate change.,1,0,0,0,"lex=0(rare_avg=4.42: lecture(4.14), climate(4.71))"
416,#416 WFD,The lecture tomorrow will discuss the educational policy of the United States.,1,0,0,1,"lex=0(rare_avg=4.37: lecture(4.14), educational(4.60)) | dictation=long(12)"
417,#417 WFD,This degree will provide you with many experiments and observations.,1,0,0,0,"lex=0(rare_avg=4.11: observations(4.02), experiments(4.20))"
418,#418 WFD,University graduates lose their time finding jobs.,1,0,0,1,"lex=0(rare_avg=4.43: graduates(4.02), finding(4.85)) | dictation=dense(6)"
419,#419 WFD,The marketing budget has doubled since the beginning of the year.,2,0,1,2,"lex=0(rare_avg=4.33: doubled(3.89), marketing(4.78)) | grammar=perfect(has doubled) | dictation=long(11); dense(6)"
420,#420 WFD,Road safety measures can reduce accidents.,1,0,0,0,"lex=0(rare_avg=4.42: accidents(4.16), measures(4.67))"
421,#421 WFD,We can see the stars that were formed thirteen billion years ago.,2,0,1,2,"lex=0(rare_avg=4.29: thirteen(3.89), formed(4.68)) | grammar=passive(were formed thirteen) | dictation=long(12); dense(7)"
422,#422 WFD,The most important details in this argument are missing.,1,0,0,0,"lex=0(rare_avg=4.78: argument(4.64), details(4.91))"
423,#423 WFD,The most important process of farming is weeding.,1,1,0,0,"lex=1(rare_avg=3.52: weeding(2.84), farming(4.21))"
424,#424 WFD,The most popular courses still have a few places left.,1,0,0,0,"lex=0(rare_avg=4.75: courses(4.46), places(5.03))"
425,#425 WFD,The most striking thing about this budget smartphone cannot be seen on its face.,2,0,0,2,"lex=0(rare_avg=4.13: smartphone(4.06), striking(4.20)) | dictation=long(14); dense(7)"
426,#426 WFD,The museum is closed on the third Monday of every month.,2,0,1,1,"lex=0(rare_avg=4.80: museum(4.71), closed(4.90)) | grammar=passive(is closed) | dictation=long(11)"
427,#427 WFD,The nation achieved prosperity by opening its ports for trade.,1,0,0,1,"lex=0(rare_avg=3.99: prosperity(3.91), ports(4.07)) | dictation=dense(6)"
428,#428 WFD,The nearest automatic teller is in front of the anatomy labs.,2,1,1,2,"lex=1(rare_avg=3.66: teller(3.49), labs(3.82)) | grammar=passive(is in front) | dictation=long(11); dense(6)"
429,#429 WFD,All students are allowed to take the notes from the library.,2,0,1,1,"lex=0(rare_avg=4.85: notes(4.84), library(4.86)) | grammar=passive(are allowed) | dictation=long(11)"
430,#430 WFD,Extension requirements for the assignment must be submitted before the deadline.,3,0,2,1,"lex=0(rare_avg=4.15: deadline(4.12), assignment(4.18)) | grammar=modal(must); passive(be submitted) | dictation=long(11)"
431,#431 WFD,The new product failed due to a lack of demand.,1,0,0,1,"lex=0(rare_avg=4.83: failed(4.82), demand(4.84)) | dictation=dense(6)"
432,#432 WFD,All stages of the course are available on the website.,1,0,0,0,"lex=0(rare_avg=4.76: stages(4.43), website(5.09))"
433,#433 WFD,There are a number of people familiar with this process.,1,0,0,0,"lex=0(rare_avg=4.94: familiar(4.61), process(5.26))"
434,#434 WFD,The office will be closed during the Christmas break.,1,0,1,0,"lex=0(rare_avg=5.04: closed(4.90), break(5.18)) | grammar=passive(be closed)"
435,#435 WFD,The other book isn't thorough but it's more insightful.,1,1,0,1,"lex=1(rare_avg=3.69: insightful(3.41), thorough(3.97)) | dictation=contraction"
436,#436 WFD,The period was a golden age of English literature.,1,0,1,0,"lex=0(rare_avg=4.64: literature(4.62), golden(4.67)) | grammar=passive(was a golden)"
437,#437 WFD,There is a display screen in the large lecture room of the theater.,2,0,1,2,"lex=0(rare_avg=4.24: lecture(4.14), theater(4.35)) | grammar=passive(is a display screen) | dictation=long(13); dense(6)"
438,#438 WFD,The placement test of mathematics and statistics is offered every semester.,2,0,1,2,"lex=0(rare_avg=4.04: semester(4.03), placement(4.04)) | grammar=passive(is offered) | dictation=long(11); dense(6)"
439,#439 WFD,The plight of wildlife has been ignored by local developers.,3,1,2,0,"lex=1(rare_avg=3.84: plight(3.46), developers(4.22)) | grammar=passive(been ignored); perfect(has been ignored)"
440,#440 WFD,"In language learning, a systematic method of organizing new categories is essential.",2,0,0,2,"lex=0(rare_avg=3.92: systematic(3.87), organizing(3.97)) | dictation=long(12); dense(8)"
441,#441 WFD,The professor took a year off to work on her book.,1,0,0,1,"lex=0(rare_avg=5.17: professor(4.90), book(5.43)) | dictation=long(11)"
442,#442 WFD,Students will study the language and literature of ancient Greece.,1,0,0,0,"lex=0(rare_avg=4.65: literature(4.62), ancient(4.68))"
443,#443 WFD,The properties should be appropriately distributed.,3,0,2,0,"lex=0(rare_avg=4.03: appropriately(3.74), distributed(4.31)) | grammar=modal(should); passive(be appropriately distributed)"
444,#444 WFD,The qualification will be assessed using an approach based on conference criteria.,2,1,1,2,"lex=1(rare_avg=3.89: qualification(3.88), assessed(3.90)) | grammar=passive(be assessed) | dictation=long(12); dense(7)"
445,#445 WFD,The American astronomers made a plan for landing a spaceship on Mars.,2,1,0,1,"lex=1(rare_avg=3.38: spaceship(3.36), astronomers(3.40)) | dictation=long(12)"
446,#446 WFD,The railway makes long-distance travel possible for everyone.,1,0,0,1,"lex=0(rare_avg=4.65: railway(4.46), distance(4.85)) | dictation=dense(7)"
447,#447 WFD,The university has created summer schools for international students.,1,0,1,1,"lex=0(rare_avg=5.05: created(5.05), schools(5.05)) | grammar=perfect(has created) | dictation=dense(6)"
448,#448 WFD,You are trained to be a specialized journalist.,1,0,1,0,"lex=0(rare_avg=4.22: specialized(4.07), journalist(4.38)) | grammar=passive(are trained)"
449,#449 WFD,The relative humidity is the amount of moisture that the air can hold.,2,1,1,2,"lex=1(rare_avg=3.87: humidity(3.83), moisture(3.90)) | grammar=passive(is the amount) | dictation=long(13); dense(6)"
450,#450 WFD,An adviser can help manufacturers to ensure that products are safe.,2,0,0,2,"lex=0(rare_avg=4.14: adviser(3.94), manufacturers(4.35)) | dictation=long(11); dense(6)"
451,#451 WFD,Policies are extremely strict with office workers.,1,0,0,0,"lex=0(rare_avg=4.47: strict(4.23), policies(4.71))"
452,#452 WFD,The results of the experiment are reported in the table below.,2,0,1,1,"lex=0(rare_avg=4.69: experiment(4.38), reported(5.00)) | grammar=passive(are reported) | dictation=long(11)"
453,#453 WFD,Strong communication between students and teachers plays an important role in the class.,2,0,0,2,"lex=0(rare_avg=4.71: communication(4.68), teachers(4.74)) | dictation=long(13); dense(8)"
454,#454 WFD,The rising temperature is changing the wildlife population.,1,0,0,0,"lex=0(rare_avg=4.42: wildlife(4.33), rising(4.52))"
455,#455 WFD,The same approach reached the same explanation of the problem.,1,0,0,0,"lex=0(rare_avg=4.64: explanation(4.44), reached(4.85))"
456,#456 WFD,The same issue featured both explanations of the problem.,1,0,0,0,"lex=0(rare_avg=4.10: explanations(3.76), featured(4.44))"
458,#458 WFD,The schedule allows plenty of time for individual study.,1,0,0,1,"lex=0(rare_avg=4.67: schedule(4.67), allows(4.67)) | dictation=dense(6)"
459,#459 WFD,The summer school program allows some students to accelerate their studies.,2,0,0,2,"lex=0(rare_avg=4.17: accelerate(3.66), allows(4.67)) | dictation=long(11); dense(7)"
460,#460 WFD,The scientists found most of the studies today.,1,0,0,0,"lex=0(rare_avg=4.74: scientists(4.50), studies(4.98))"
461,#461 WFD,The scientists will face both the explanations and the problems.,1,0,0,0,"lex=0(rare_avg=4.13: explanations(3.76), scientists(4.50))"
462,#462 WFD,The study of physiology involves traditional sciences and social sciences.,1,0,0,1,"lex=0(rare_avg=3.97: physiology(3.61), involves(4.34)) | dictation=dense(7)"
463,#463 WFD,The slide shows that there has been minimal growth.,1,0,1,0,"lex=0(rare_avg=4.21: minimal(4.11), slide(4.30)) | grammar=perfect(has been)"
464,#464 WFD,The sociology department is highly regarded worldwide.,1,0,1,0,"lex=0(rare_avg=4.04: sociology(3.78), regarded(4.29)) | grammar=passive(is highly regarded)"
465,#465 WFD,The software companies design and create new products.,1,0,0,1,"lex=0(rare_avg=4.89: software(4.77), create(5.02)) | dictation=dense(6)"
466,#466 WFD,Many researchers have studied stress in academic study.,1,0,1,1,"lex=0(rare_avg=4.44: researchers(4.39), studied(4.49)) | grammar=perfect(have studied) | dictation=dense(6)"
467,#467 WFD,This is the third and the final lecture in this series.,1,0,0,1,"lex=0(rare_avg=4.71: lecture(4.14), final(5.28)) | dictation=long(11)"
468,#468 WFD,The summer course was canceled due to insufficient re-enrollments.,2,1,1,1,"lex=1(rare_avg=3.21: enrollments(2.66), insufficient(3.77)) | grammar=passive(was canceled) | dictation=dense(7)"
469,#469 WFD,Social media has grown enormously in recent years.,1,0,1,1,"lex=0(rare_avg=4.03: enormously(3.39), grown(4.67)) | grammar=perfect(has grown) | dictation=dense(6)"
470,#470 WFD,Assignments must be submitted at the end of the term.,3,0,2,0,"lex=0(rare_avg=4.10: assignments(3.88), submitted(4.32)) | grammar=modal(must); passive(be submitted)"
471,#471 WFD,The synopsis contains the most important information.,1,0,0,0,"lex=0(rare_avg=4.03: synopsis(3.38), contains(4.68))"
472,#472 WFD,An undergraduate is required to do many projects.,1,0,1,0,"lex=0(rare_avg=4.33: undergraduate(3.85), projects(4.81)) | grammar=passive(is required)"
473,#473 WFD,The teacher asked the group to commence the task.,1,0,0,0,"lex=0(rare_avg=4.12: commence(3.59), task(4.65))"
474,#474 WFD,The teaching group will perform in the concert hall.,1,0,0,0,"lex=0(rare_avg=4.61: concert(4.55), perform(4.66))"
475,#475 WFD,You should submit your term papers to the general office.,1,0,1,0,"lex=0(rare_avg=4.45: submit(4.28), papers(4.61)) | grammar=modal(should)"
476,#476 WFD,Please remain seated after finishing your exam.,1,0,0,0,"lex=0(rare_avg=4.08: seated(3.89), exam(4.26))"
477,#477 WFD,The theater study courses encourage students to exercise their creativity.,1,0,0,1,"lex=0(rare_avg=4.18: creativity(4.01), theater(4.35)) | dictation=dense(7)"
478,#478 WFD,"The theme of the instrumental work exhibits more of a demure, compositional style.",2,2,0,2,"lex=2(rare_avg=2.71: demure(2.56), compositional(2.86)) | dictation=long(13); dense(7)"
479,#479 WFD,The theme of the issue was the estimation of the problem.,1,0,0,1,"lex=0(rare_avg=4.04: estimation(3.46), theme(4.62)) | dictation=long(11)"
480,#480 WFD,The thief visited the homes of several people every day.,1,0,0,1,"lex=0(rare_avg=4.19: thief(3.88), visited(4.50)) | dictation=dense(6)"
481,#481 WFD,The time of the math lecture has been changed to ten thirty.,3,0,2,2,"lex=0(rare_avg=4.26: lecture(4.14), thirty(4.38)) | grammar=passive(been changed); perfect(has been changed) | dictation=long(12); dense(6)"
482,#482 WFD,School exams are easy compared with those in universities.,1,0,1,0,"lex=0(rare_avg=4.18: exams(4.00), universities(4.36)) | grammar=passive(are easy compared)"
483,#483 WFD,Urbanization increases the costs for other communities.,1,1,0,0,"lex=1(rare_avg=3.75: urbanization(3.04), increases(4.46))"
484,#484 WFD,Social media is responsible for helping the government to solve social problems.,2,0,0,2,"lex=0(rare_avg=4.60: solve(4.42), helping(4.78)) | dictation=long(12); dense(8)"
485,#485 WFD,The two variables in the study were very closely correlated.,1,1,1,0,"lex=1(rare_avg=3.74: correlated(3.50), variables(3.97)) | grammar=passive(were very closely correlated)"
486,#486 WFD,More research is required in the field of food science.,1,0,1,0,"lex=0(rare_avg=5.07: required(5.02), science(5.12)) | grammar=passive(is required)"
487,#487 WFD,The university has a world-renowned school of archaeology.,1,1,0,0,"lex=1(rare_avg=3.76: archaeology(3.57), renowned(3.96))"
488,#488 WFD,The university library has most of the necessary books.,1,0,0,0,"lex=0(rare_avg=4.88: library(4.86), necessary(4.91))"
489,#489 WFD,The university officer will help you find suitable housing and arrange transportation.,2,0,0,2,"lex=0(rare_avg=4.19: arrange(4.00), suitable(4.38)) | dictation=long(12); dense(8)"
490,#490 WFD,The university theater group will be performing in the concert hall.,2,0,0,2,"lex=0(rare_avg=4.45: theater(4.35), concert(4.55)) | dictation=long(11); dense(6)"
492,#492 WFD,Digital gadgets have now become an important part of all people's everyday lives.,2,0,0,3,"lex=0(rare_avg=4.03: gadgets(3.59), everyday(4.47)) | dictation=contraction; long(13); dense(8)"
493,#493 WFD,The visitor used to be the lecturer of this department.,1,1,0,0,"lex=1(rare_avg=3.87: lecturer(3.72), visitor(4.01))"
494,#494 WFD,The vocabulary that is peculiar to a specific field is called jargon.,2,1,1,2,"lex=1(rare_avg=3.46: jargon(3.24), peculiar(3.67)) | grammar=passive(is called) | dictation=long(12); dense(6)"
495,#495 WFD,Students must wear protective clothing provided in the medical laboratory.,3,0,2,1,"lex=0(rare_avg=4.22: protective(4.13), laboratory(4.31)) | grammar=adv_sub(provided); modal(must) | dictation=dense(7)"
496,#496 WFD,The ways in which people communicate are constantly changing.,3,0,2,0,"lex=0(rare_avg=4.37: communicate(4.20), constantly(4.53)) | grammar=phrase(in which); relative(which)"
497,#497 WFD,The whole point of the project was to look at the norm not the exception.,2,0,0,2,"lex=0(rare_avg=4.14: norm(3.93), exception(4.35)) | dictation=long(15); dense(6)"
498,#498 WFD,Theory and training are required to become a medical specialist.,1,0,1,1,"lex=0(rare_avg=4.58: specialist(4.28), theory(4.88)) | grammar=passive(are required) | dictation=dense(6)"
499,#499 WFD,There are different types of governments in the world.,1,0,1,0,"lex=0(rare_avg=4.65: governments(4.45), types(4.85)) | grammar=passive(are different)"
500,#500 WFD,There are many branches of medical studies.,1,0,0,0,"lex=0(rare_avg=4.60: branches(4.21), studies(4.98))"
501,#501 WFD,Astrology is not an ideal science in poor rural areas due to limited evidence.,2,0,0,2,"lex=0(rare_avg=3.91: astrology(3.38), ideal(4.44)) | dictation=long(14); dense(9)"
502,#502 WFD,There are new innovations in the field of digital architecture.,1,0,0,0,"lex=0(rare_avg=4.08: innovations(3.73), architecture(4.42))"
503,#503 WFD,There are some doubts about whether these events actually occurred.,1,0,0,0,"lex=0(rare_avg=4.26: doubts(3.95), occurred(4.57))"
505,#505 WFD,There is a clear need for further research in this field.,1,0,0,1,"lex=0(rare_avg=5.25: field(5.24), clear(5.25)) | dictation=long(11)"
506,#506 WFD,There is a need for constructive dialogues between leaders.,1,1,0,0,"lex=1(rare_avg=3.50: dialogues(3.22), constructive(3.78))"
507,#507 WFD,There is a pharmacy on campus near the bookstore.,1,1,0,0,"lex=1(rare_avg=3.65: bookstore(3.42), pharmacy(3.87))"
508,#508 WFD,There is a welcome party for all new students each term.,1,0,0,1,"lex=0(rare_avg=5.11: welcome(4.99), term(5.23)) | dictation=long(11)"
509,#509 WFD,The transformation of media has changed the way information is both used and studied.,2,0,1,2,"lex=0(rare_avg=4.35: transformation(4.21), studied(4.49)) | grammar=perfect(has changed) | dictation=long(14); dense(7)"
510,#510 WFD,The library reception desk is now open every day.,1,0,0,0,"lex=0(rare_avg=4.33: reception(4.23), desk(4.43))"
511,#511 WFD,There was a prize for the best student of the presentation.,1,0,0,1,"lex=0(rare_avg=4.45: presentation(4.31), prize(4.59)) | dictation=long(11)"
512,#512 WFD,There was no correlation between the drug used and cure rates.,2,0,1,1,"lex=0(rare_avg=4.09: correlation(3.86), cure(4.32)) | grammar=passive(was no correlation between) | dictation=long(11)"
513,#513 WFD,There was not enough evidence to support these recommendations.,1,0,0,0,"lex=0(rare_avg=4.71: recommendations(4.29), evidence(5.14))"
514,#514 WFD,There will be a conference here next summer on using the web for academic research.,2,0,0,2,"lex=0(rare_avg=4.66: academic(4.57), web(4.74)) | dictation=long(15); dense(7)"
515,#515 WFD,These have also been found to contribute to the death of many marine animals.,2,0,1,2,"lex=0(rare_avg=4.44: contribute(4.34), marine(4.53)) | grammar=perfect(have also been) | dictation=long(14); dense(6)"
516,#516 WFD,They have both grown up in rural areas and dislike urban life.,2,0,1,2,"lex=0(rare_avg=4.24: dislike(3.89), rural(4.59)) | grammar=perfect(have both grown) | dictation=long(12); dense(6)"
517,#517 WFD,They have been struggling since last year to make their services paid.,2,0,1,2,"lex=0(rare_avg=4.72: struggling(4.33), paid(5.12)) | grammar=perfect(have been) | dictation=long(12); dense(7)"
518,#518 WFD,Art is an expression of creative skills and imagination.,1,0,0,0,"lex=0(rare_avg=4.38: imagination(4.22), expression(4.55))"
519,#519 WFD,The postgraduate program depends entirely on private funding.,1,0,0,1,"lex=0(rare_avg=3.91: postgraduate(3.28), depends(4.53)) | dictation=dense(6)"
520,#520 WFD,Everyone must complete assignments before the deadline.,1,0,1,0,"lex=0(rare_avg=4.00: assignments(3.88), deadline(4.12)) | grammar=modal(must)"
521,#521 WFD,This course is integrated because it has several parts.,1,0,1,0,"lex=0(rare_avg=4.68: integrated(4.29), parts(5.07)) | grammar=passive(is integrated)"
522,#522 WFD,This course provides the opportunity to get valuable industry experience.,1,0,0,1,"lex=0(rare_avg=4.65: valuable(4.51), provides(4.80)) | dictation=dense(7)"
524,#524 WFD,It is important for scientists to publish their research.,1,0,1,0,"lex=0(rare_avg=4.30: publish(4.10), scientists(4.50)) | grammar=passive(is important)"
525,#525 WFD,This topic is interesting in parliament.,1,0,1,0,"lex=0(rare_avg=4.62: topic(4.49), parliament(4.74)) | grammar=passive(is interesting in parliament)"
526,#526 WFD,Writing history involves a careful selection process of diverse sources.,1,0,0,1,"lex=0(rare_avg=4.29: diverse(4.24), involves(4.34)) | dictation=dense(8)"
527,#527 WFD,This morning's lecture on economic policy has been canceled.,3,1,2,1,"lex=1(rare_avg=3.48: morning's(3.07), canceled(3.90)) | grammar=passive(been canceled); perfect(has been canceled) | dictation=contraction"
528,#528 WFD,Currently the growth of the economy is unpredictable.,1,0,0,0,"lex=0(rare_avg=4.28: unpredictable(3.68), economy(4.87))"
529,#529 WFD,This software company designs and creates new products.,1,0,0,1,"lex=0(rare_avg=4.33: creates(4.28), designs(4.38)) | dictation=dense(6)"
530,#530 WFD,Those seeking a formal extension should contact their faculty for information.,2,0,1,2,"lex=0(rare_avg=4.38: faculty(4.32), formal(4.45)) | grammar=modal(should) | dictation=long(11); dense(6)"
531,#531 WFD,Those who are considering a career in marketing should attend the talk.,3,0,2,1,"lex=0(rare_avg=4.59: attend(4.55), considering(4.64)) | grammar=modal(should); relative(who) | dictation=long(12)"
532,#532 WFD,Climate change is not the sole reason for scientific research.,1,0,0,1,"lex=0(rare_avg=4.48: sole(4.29), scientific(4.67)) | dictation=dense(6)"
533,#533 WFD,"To achieve full marks, an appropriate bibliography is required.",1,0,1,1,"lex=0(rare_avg=4.16: bibliography(3.82), marks(4.49)) | grammar=passive(is required) | dictation=dense(6)"
534,#534 WFD,All students do their homework at home.,1,0,0,0,"lex=0(rare_avg=4.69: homework(4.13), students(5.25))"
535,#535 WFD,Today's lecture material will be included in the next assessment.,2,0,1,2,"lex=0(rare_avg=4.30: lecture(4.14), assessment(4.46)) | grammar=passive(be included) | dictation=contraction; dense(6)"
536,#536 WFD,Any game must be properly elaborated.,3,1,2,0,"lex=1(rare_avg=3.89: elaborated(3.15), properly(4.64)) | grammar=modal(must); passive(be properly elaborated)"
537,#537 WFD,"Tours operate all year round, but the busier dry season runs from May.",2,1,1,2,"lex=1(rare_avg=3.54: busier(2.93), tours(4.14)) | grammar=modal(may) | dictation=long(13); dense(8)"
538,#538 WFD,Medical students normally study for at least six years at the university.,2,0,0,2,"lex=0(rare_avg=4.87: normally(4.57), medical(5.16)) | dictation=long(12); dense(8)"
539,#539 WFD,Traffic is the main cause of air pollution in many cities.,2,0,0,2,"lex=0(rare_avg=4.52: pollution(4.20), cities(4.84)) | dictation=long(11); dense(7)"
540,#540 WFD,Travelling by boat on the river is not possible in winter.,1,0,0,1,"lex=0(rare_avg=4.49: travelling(4.27), boat(4.71)) | dictation=long(11)"
541,#541 WFD,The elective course introduces engineering students to construction practices and concepts.,2,1,0,2,"lex=1(rare_avg=3.56: elective(3.32), introduces(3.80)) | dictation=long(11); dense(8)"
542,#542 WFD,The online registration conference is now open.,1,0,0,0,"lex=0(rare_avg=4.67: registration(4.32), conference(5.01))"
543,#543 WFD,Try to work with each other to build up a sense of cooperation and team spirit.,2,0,0,2,"lex=0(rare_avg=4.54: cooperation(4.30), spirit(4.79)) | dictation=long(16); dense(7)"
544,#544 WFD,Undergraduate students may participate in specific stages within the program.,1,0,1,1,"lex=0(rare_avg=4.13: undergraduate(3.85), participate(4.42)) | grammar=modal(may) | dictation=dense(7)"
545,#545 WFD,Statistics is a crucial branch of mathematics.,1,0,0,0,"lex=0(rare_avg=4.21: mathematics(4.15), crucial(4.28))"
546,#546 WFD,Undergraduates need some specific sources to analyze a program.,1,1,0,1,"lex=1(rare_avg=3.49: undergraduates(3.14), analyze(3.84)) | dictation=dense(6)"
547,#547 WFD,Extension is only available under special circumstances.,1,0,0,0,"lex=0(rare_avg=4.53: extension(4.46), circumstances(4.59))"
548,#548 WFD,Understanding how to use the library will save your time.,1,0,0,0,"lex=0(rare_avg=4.84: understanding(4.82), library(4.86))"
549,#549 WFD,Scientists have found all parts of science today.,1,0,0,0,"lex=0(rare_avg=4.79: scientists(4.50), parts(5.07))"
550,#550 WFD,The car accident happened on Saturday outside the school gate.,1,0,0,1,"lex=0(rare_avg=4.59: gate(4.47), accident(4.71)) | dictation=dense(6)"
551,#551 WFD,University fees are expected to increase next year.,1,0,1,1,"lex=0(rare_avg=4.75: fees(4.53), expected(4.96)) | grammar=passive(are expected) | dictation=dense(6)"
