word_id,word,source,level,AH [?] ,UH [?] ,EE [i] ,IH [?] ,EH [?] ,AA [�] ,UR [?] ,UH [?] ,OO [u] ,AW [?] 
1236,district,Oxford5000,B2,0,0,0,1,0,0,0,0,0,0
1237,disturb,Oxford5000,B2,0,0,0,1,0,0,1,0,0,0
1238,disturbing,Oxford5000,C1,0,0,0,1,0,0,1,0,0,0
1239,diverse,Oxford5000,B2,0,0,0,0,0,0,1,0,0,0
1240,diversity,Oxford5000,B2,0,0,1,1,0,0,1,0,0,0
1241,divert,Oxford5000,C1,0,0,0,0,0,0,1,0,0,0
1242,divide,Oxford5000,B2,0,0,0,1,0,0,0,0,0,0
1243,divine,Oxford5000,C1,0,0,0,1,0,0,0,0,0,0
1244,division,Oxford5000,B2,0,0,0,1,0,0,0,1,0,0
1245,divorce,Oxford5000,B2,0,0,0,1,0,0,0,0,0,1
1246,divorced,Oxford5000,A2,0,0,0,1,0,0,0,0,0,1
1247,do,Oxford5000,A1,0,0,0,0,0,0,0,0,1,0
1248,doctor,Oxford5000,A1,1,0,0,0,0,0,1,0,0,0
1249,doctrine,Oxford5000,C1,1,0,0,0,0,0,0,1,0,0
1250,document,Oxford5000,A2,1,0,0,0,1,0,0,1,0,0
1251,documentation,Oxford5000,C1,1,0,0,0,1,0,0,1,0,0
1252,documentary,Oxford5000,B1,1,0,1,0,1,0,1,1,0,0
1253,dog,Oxford5000,A1,0,0,0,0,0,0,0,0,0,1
1254,dollar,Oxford5000,A1,1,0,0,0,0,0,1,0,0,0
1255,domestic,Oxford5000,B2,0,0,0,1,1,0,0,1,0,0
1256,dominance,Oxford5000,C1,1,0,0,0,0,0,0,1,0,0
1257,dominant,Oxford5000,B2,1,0,0,0,0,0,0,1,0,0
1258,dominate,Oxford5000,B2,1,0,0,0,0,0,0,1,0,0
1259,donation,Oxford5000,B2,0,0,0,0,0,0,0,1,0,0
1260,donor,Oxford5000,C1,0,0,0,0,0,0,1,0,0,0
1261,door,Oxford5000,A1,0,0,0,0,0,0,0,0,0,1
1262,dot,Oxford5000,B2,1,0,0,0,0,0,0,0,0,0
1263,double,Oxford5000,A2,0,1,0,0,0,0,0,1,0,0
1264,downstairs,Oxford5000,A2,0,0,0,0,1,0,0,0,0,0
1265,downwards,Oxford5000,B2,0,0,0,0,0,0,1,0,0,0
1266,dozen,Oxford5000,B2,0,1,0,0,0,0,0,1,0,0
1267,draft,Oxford5000,B2,0,0,0,0,0,1,0,0,0,0
1268,drag,Oxford5000,B2,0,0,0,0,0,1,0,0,0,0
1269,drama,Oxford5000,A2,1,0,0,0,0,0,0,1,0,0
1270,dramatic,Oxford5000,B2,0,0,0,1,0,1,0,1,0,0
1271,dramatically,Oxford5000,B2,0,0,1,1,0,1,0,1,0,0
1272,draw,Oxford5000,A1,0,0,0,0,0,0,0,0,0,1
1273,drawing,Oxford5000,A2,0,0,0,1,0,0,0,0,0,1
1274,dream,Oxford5000,A2,0,0,1,0,0,0,0,0,0,0
1275,dress,Oxford5000,A1,0,0,0,0,1,0,0,0,0,0
1276,dressed,Oxford5000,B1,0,0,0,0,1,0,0,0,0,0
1277,drift,Oxford5000,C1,0,0,0,1,0,0,0,0,0,0
1278,drink,Oxford5000,A1,0,0,0,1,0,0,0,0,0,0
1279,driver,Oxford5000,A1,0,0,0,0,0,0,1,0,0,0
1280,driving,Oxford5000,A2,0,0,0,1,0,0,0,0,0,0
1281,drop,Oxford5000,B1,1,0,0,0,0,0,0,0,0,0
1282,drug,Oxford5000,A2,0,1,0,0,0,0,0,0,0,0
1283,drum,Oxford5000,B1,0,1,0,0,0,0,0,0,0,0
1284,drunk,Oxford5000,B1,0,1,0,0,0,0,0,0,0,0
1285,dual,Oxford5000,C1,0,0,0,0,0,0,0,1,1,0
1286,dub,Oxford5000,C1,0,1,0,0,0,0,0,0,0,0
1287,due,Oxford5000,B1,0,0,0,0,0,0,0,0,1,0
1288,dull,Oxford5000,B2,0,1,0,0,0,0,0,0,0,0
1289,dumb,Oxford5000,C1,0,1,0,0,0,0,0,0,0,0
1290,dump,Oxford5000,B2,0,1,0,0,0,0,0,0,0,0
1291,duo,Oxford5000,C1,0,0,0,0,0,0,0,0,1,0
1292,during,Oxford5000,A1,0,0,0,1,0,0,0,0,0,0
1293,duration,Oxford5000,B2,0,0,0,0,0,0,0,1,0,0
1294,dust,Oxford5000,B1,0,1,0,0,0,0,0,0,0,0
1295,duty,Oxford5000,B1,0,0,1,0,0,0,0,0,1,0
1296,DVD,Oxford5000,A1,0,0,1,0,0,0,0,0,0,0
1297,dynamic,Oxford5000,B2,0,0,0,1,0,1,0,0,0,0
1298,each,Oxford5000,A1,0,0,1,0,0,0,0,0,0,0
1299,eager,Oxford5000,C1,0,0,1,0,0,0,1,0,0,0
1300,ear,Oxford5000,A1,0,0,1,0,0,0,0,0,0,0
1301,early,Oxford5000,A1,0,0,1,0,0,0,1,0,0,0
1302,earn,Oxford5000,A2,0,0,0,0,0,0,1,0,0,0
1303,earnings,Oxford5000,C1,0,0,0,1,0,0,1,0,0,0
1304,earth,Oxford5000,A2,0,0,0,0,0,0,1,0,0,0
1305,earthquake,Oxford5000,B1,0,0,0,0,0,0,1,0,0,0
1306,ease,Oxford5000,C1,0,0,1,0,0,0,0,0,0,0
1307,easily,Oxford5000,A2,0,0,1,0,0,0,0,1,0,0
1308,east,Oxford5000,A1,0,0,1,0,0,0,0,0,0,0
1309,eastern,Oxford5000,B1,0,0,1,0,0,0,1,0,0,0
1310,easy,Oxford5000,A1,0,0,1,0,0,0,0,0,0,0
1311,eat,Oxford5000,A1,0,0,1,0,0,0,0,0,0,0
1312,echo,Oxford5000,C1,0,0,0,0,1,0,0,0,0,0
1313,ecological,Oxford5000,C1,1,0,1,1,0,0,0,1,0,0
1314,economic,Oxford5000,B1,1,0,0,1,1,0,0,1,0,0
1315,economics,Oxford5000,B2,1,0,0,1,1,0,0,1,0,0
1316,economist,Oxford5000,B2,1,0,0,1,0,0,0,1,0,0
1317,economy,Oxford5000,B1,1,0,1,1,0,0,0,1,0,0
1318,edge,Oxford5000,B1,0,0,0,0,1,0,0,0,0,0
1319,edit,Oxford5000,B2,0,0,0,0,1,0,0,1,0,0
1320,edition,Oxford5000,B2,0,0,0,1,0,0,0,1,0,0
1321,editor,Oxford5000,B1,0,0,0,0,1,0,1,1,0,0
1322,editorial,Oxford5000,B2,0,0,1,0,1,0,0,1,0,1
1323,educate,Oxford5000,B1,0,0,0,0,1,0,0,1,0,0
1324,educated,Oxford5000,B1,0,0,0,1,1,0,0,1,0,0
1325,education,Oxford5000,A2,0,0,0,0,1,0,0,1,0,0
1326,educational,Oxford5000,B1,0,0,0,0,1,0,0,1,0,0
1327,educator,Oxford5000,C1,0,0,0,0,1,0,1,1,0,0
1328,effect,Oxford5000,A2,0,0,0,1,1,0,0,0,0,0
1329,effective,Oxford5000,B1,0,0,0,1,1,0,0,0,0,0
1330,effectiveness,Oxford5000,C1,0,0,0,1,1,0,0,1,0,0
1331,effectively,Oxford5000,B1,0,0,1,1,1,0,0,0,0,0
1332,efficiency,Oxford5000,C1,0,0,1,1,0,0,0,1,0,0
1333,efficient,Oxford5000,B2,0,0,0,1,0,0,0,1,0,0
1334,efficiently,Oxford5000,B2,0,0,1,1,0,0,0,1,0,0
1335,effort,Oxford5000,B1,0,0,0,0,1,0,1,0,0,0
1336,egg,Oxford5000,A1,0,0,0,0,1,0,0,0,0,0
1337,ego,Oxford5000,C1,0,0,1,0,0,0,0,0,0,0
1338,eighteen,Oxford5000,A1,0,0,1,0,0,0,0,0,0,0
1339,eighty,Oxford5000,A1,0,0,1,0,0,0,0,0,0,0
1340,either,Oxford5000,A2,0,0,1,0,0,0,1,0,0,0
1341,elaborate,Oxford5000,C1,0,0,0,1,0,1,0,1,0,0
1342,elbow,Oxford5000,B2,0,0,0,0,1,0,0,0,0,0
1343,elderly,Oxford5000,B2,0,0,1,0,1,0,1,0,0,0
1344,elect,Oxford5000,B2,0,0,0,1,1,0,0,0,0,0
1345,election,Oxford5000,B1,0,0,0,1,1,0,0,1,0,0
1346,electoral,Oxford5000,C1,0,0,0,1,1,0,1,1,0,0
1347,electric,Oxford5000,A2,0,0,0,1,1,0,0,0,0,0
1348,electrical,Oxford5000,A2,0,0,0,1,1,0,0,1,0,0
1349,electricity,Oxford5000,A2,0,0,1,1,1,0,0,1,0,0
1350,electronic,Oxford5000,A2,1,0,0,1,1,0,0,0,0,0
1351,electronics,Oxford5000,B2,1,0,0,1,1,0,0,0,0,0
1352,elegant,Oxford5000,B2,0,0,0,0,1,0,0,1,0,0
1353,element,Oxford5000,B1,0,0,0,0,1,0,0,1,0,0
1354,elementary,Oxford5000,B2,0,0,1,0,1,0,0,1,0,0
1355,elephant,Oxford5000,A1,0,0,0,0,1,0,0,1,0,0
1356,elevate,Oxford5000,C1,0,0,0,0,1,0,0,1,0,0
1357,eleven,Oxford5000,A1,0,0,0,1,1,0,0,1,0,0
1358,eligible,Oxford5000,C1,0,0,0,0,1,0,0,1,0,0
1359,eliminate,Oxford5000,B2,0,0,0,1,0,0,0,1,0,0
1360,elite,Oxford5000,C1,0,0,1,1,0,0,0,0,0,0
1361,else,Oxford5000,A1,0,0,0,0,1,0,0,0,0,0
1362,elsewhere,Oxford5000,B2,0,0,0,0,1,0,0,0,0,0
1363,email,Oxford5000,A1,0,0,1,0,0,0,0,0,0,0
1364,embark,Oxford5000,C1,1,0,0,0,1,0,0,0,0,0
1365,embarrassed,Oxford5000,B1,0,0,0,1,1,0,0,1,0,0
1366,embarrassing,Oxford5000,B1,0,0,0,1,1,0,0,1,0,0
1367,embarrassment,Oxford5000,C1,0,0,0,1,1,0,0,1,0,0
1368,embassy,Oxford5000,C1,0,0,1,0,1,0,0,1,0,0
1369,embed,Oxford5000,C1,0,0,0,1,1,0,0,0,0,0
1370,embody,Oxford5000,C1,1,0,1,1,0,0,0,0,0,0
1371,embrace,Oxford5000,B2,0,0,0,0,1,0,0,0,0,0
1372,emerge,Oxford5000,B2,0,0,0,1,0,0,1,0,0,0
1373,emergence,Oxford5000,C1,0,0,0,1,0,0,1,1,0,0
1374,emergency,Oxford5000,B1,0,0,1,1,0,0,1,1,0,0
1375,emission,Oxford5000,B2,0,0,0,1,0,0,0,1,0,0
1376,emotion,Oxford5000,B1,0,0,0,1,0,0,0,1,0,0
1377,emotional,Oxford5000,B2,0,0,0,1,0,0,0,1,0,0
1378,emotionally,Oxford5000,B2,0,0,1,1,0,0,0,1,0,0
1379,empire,Oxford5000,B2,0,0,0,0,1,0,1,0,0,0
1380,empirical,Oxford5000,C1,0,0,0,1,1,0,0,1,0,0
1381,emphasis,Oxford5000,B2,0,0,0,0,1,0,0,1,0,0
1382,emphasize,Oxford5000,B2,0,0,0,0,1,0,0,1,0,0
1383,employ,Oxford5000,A2,0,0,0,0,1,0,0,0,0,0
1384,employee,Oxford5000,A2,0,0,1,0,1,0,0,0,0,0
1385,employer,Oxford5000,A2,0,0,0,0,1,0,1,0,0,0
1386,employment,Oxford5000,B1,0,0,0,0,1,0,0,1,0,0
1387,empower,Oxford5000,C1,0,0,0,1,0,0,1,0,0,0
1388,empty,Oxford5000,A2,0,0,1,0,1,0,0,0,0,0
1389,enable,Oxford5000,B2,0,0,0,0,1,0,0,1,0,0
1390,enact,Oxford5000,C1,0,0,0,1,0,1,0,0,0,0
1391,encounter,Oxford5000,B2,0,0,0,1,0,0,1,0,0,0
1392,encourage,Oxford5000,B1,0,0,0,1,1,0,1,0,0,0
1393,encouragement,Oxford5000,C1,0,0,0,1,1,0,1,1,0,0
1394,encouraging,Oxford5000,C1,0,0,0,1,1,0,1,0,0,0
1395,end,Oxford5000,A1,0,0,0,0,1,0,0,0,0,0
1396,endeavour,Oxford5000,C1,0,0,0,1,1,0,1,0,0,0
1397,ending,Oxford5000,A2,0,0,0,1,1,0,0,0,0,0
1398,endless,Oxford5000,C1,0,0,0,0,1,0,0,1,0,0
1399,endorse,Oxford5000,C1,0,0,0,0,1,0,0,0,0,1
1400,endorsement,Oxford5000,C1,0,0,0,0,1,0,0,1,0,1
1401,endure,Oxford5000,C1,0,0,0,0,1,0,0,0,0,0
1402,enemy,Oxford5000,B1,0,0,1,0,1,0,0,1,0,0
1403,energy,Oxford5000,A2,0,0,1,0,1,0,1,0,0,0
1404,enforce,Oxford5000,C1,0,0,0,0,1,0,0,0,0,1
1405,enforcement,Oxford5000,C1,0,0,0,0,1,0,0,1,0,1
1406,engage,Oxford5000,B2,0,0,0,0,1,0,0,0,0,0
1407,engaged,Oxford5000,B1,0,0,0,0,1,0,0,0,0,0
1408,engagement,Oxford5000,C1,0,0,0,0,1,0,0,1,0,0
1409,engaging,Oxford5000,C1,0,0,0,1,1,0,0,0,0,0
1410,engine,Oxford5000,A2,0,0,0,0,1,0,0,1,0,0
1411,engineer,Oxford5000,A2,0,0,0,1,1,0,0,1,0,0
1412,engineering,Oxford5000,B1,0,0,0,1,1,0,0,1,0,0
1413,enhance,Oxford5000,B2,0,0,0,0,1,1,0,0,0,0
1414,enjoy,Oxford5000,A1,0,0,0,0,1,0,0,0,0,0
1415,enjoyable,Oxford5000,B2,0,0,0,0,1,0,0,1,0,0
1416,enormous,Oxford5000,A2,0,0,0,1,0,0,0,1,0,1
1417,enough,Oxford5000,A1,0,1,0,1,0,0,0,0,0,0
1418,enquire,Oxford5000,C1,0,0,0,1,0,0,1,0,0,0
1419,enquiry,Oxford5000,B2,0,0,1,1,0,0,0,0,0,0
1420,ensure,Oxford5000,B2,0,0,0,0,1,0,0,0,0,0
1421,ensue,Oxford5000,C1,0,0,0,1,0,0,0,0,1,0
1422,enter,Oxford5000,A2,0,0,0,0,1,0,1,0,0,0
1423,enterprise,Oxford5000,C1,0,0,0,0,1,0,1,0,0,0
1424,entertain,Oxford5000,B1,0,0,0,0,1,0,1,0,0,0
1425,entertaining,Oxford5000,B2,0,0,0,1,1,0,1,0,0,0
1426,entertainment,Oxford5000,B1,0,0,0,0,1,0,1,1,0,0
1427,enthusiasm,Oxford5000,B2,0,0,1,1,0,1,0,1,1,0
1428,enthusiast,Oxford5000,C1,0,0,1,0,1,1,0,0,1,0
1429,enthusiastic,Oxford5000,B2,0,0,1,1,0,1,0,0,1,0
1430,entire,Oxford5000,B2,0,0,0,1,0,0,1,0,0,0
1431,entirely,Oxford5000,B2,0,0,1,1,0,0,1,0,0,0
1432,entitle,Oxford5000,C1,0,0,0,0,1,0,0,1,0,0
1433,entity,Oxford5000,C1,0,0,1,0,1,0,0,1,0,0
1434,entrance,Oxford5000,B1,0,0,0,0,1,0,0,1,0,0
1435,entrepreneur,Oxford5000,B2,1,0,0,0,0,0,1,1,0,0
1436,entry,Oxford5000,B1,0,0,1,0,1,0,0,0,0,0
1437,envelope,Oxford5000,B2,0,0,0,0,1,0,0,1,0,0
1438,environment,Oxford5000,A2,0,0,0,1,0,0,0,1,0,0
1439,environmental,Oxford5000,B1,0,0,0,1,1,0,0,1,0,0
1440,epidemic,Oxford5000,C1,0,0,0,1,1,0,0,1,0,0
1441,episode,Oxford5000,B1,0,0,0,0,1,0,0,1,0,0
1442,equal,Oxford5000,B1,0,0,1,0,0,0,0,1,0,0
1443,equality,Oxford5000,C1,1,0,1,1,0,0,0,1,0,0
1444,equally,Oxford5000,B1,0,0,1,0,0,0,0,1,0,0
1445,equip,Oxford5000,B2,0,0,0,1,0,0,0,0,0,0
1446,equipment,Oxford5000,A2,0,0,0,1,0,0,0,1,0,0
1447,equivalent,Oxford5000,B2,0,0,0,1,0,0,0,1,0,0
1448,era,Oxford5000,B2,0,0,0,0,1,0,0,1,0,0
1449,erect,Oxford5000,C1,0,0,0,1,1,0,0,0,0,0
1450,error,Oxford5000,A2,0,0,0,0,1,0,1,0,0,0
1451,erupt,Oxford5000,B2,0,1,0,1,0,0,0,0,0,0
1452,escalate,Oxford5000,C1,0,0,0,0,1,0,0,1,0,0
1453,escape,Oxford5000,B1,0,0,0,1,0,0,0,0,0,0
1454,especially,Oxford5000,A2,0,0,1,0,1,0,0,1,0,0
1455,essay,Oxford5000,A2,0,0,0,0,1,0,0,0,0,0
1456,essence,Oxford5000,C1,0,0,0,0,1,0,0,1,0,0
1457,essential,Oxford5000,B1,0,0,0,0,1,0,0,1,0,0
1458,essentially,Oxford5000,B2,0,0,1,0,1,0,0,1,0,0
1459,establish,Oxford5000,B2,0,0,0,1,0,1,0,0,0,0
1460,establishment,Oxford5000,C1,0,0,0,1,0,1,0,1,0,0
1461,estate,Oxford5000,B2,0,0,0,1,0,0,0,0,0,0
1462,estimate,Oxford5000,B2,0,0,0,0,1,0,0,1,0,0
1463,eternal,Oxford5000,C1,0,0,0,1,0,0,1,1,0,0
1464,ethic,Oxford5000,B2,0,0,0,1,1,0,0,0,0,0
1465,ethical,Oxford5000,B2,0,0,0,1,1,0,0,1,0,0
1466,ethnic,Oxford5000,B2,0,0,0,1,1,0,0,0,0,0
1467,euro,Oxford5000,A1,0,0,0,0,0,0,0,0,1,0
1468,evacuate,Oxford5000,C1,0,0,0,1,0,1,0,1,0,0
1469,evaluate,Oxford5000,B2,0,0,0,1,0,1,0,0,1,0
1470,evaluation,Oxford5000,B2,0,0,0,1,0,1,0,1,1,0
1471,even,Oxford5000,B2,0,0,1,1,0,0,0,0,0,0
1472,evening,Oxford5000,A1,0,0,1,1,0,0,0,0,0,0
1473,event,Oxford5000,A1,0,0,0,1,1,0,0,0,0,0
1474,eventually,Oxford5000,B1,0,0,1,1,1,0,0,1,0,0
1475,ever,Oxford5000,A1,0,0,0,0,1,0,1,0,0,0
1476,every,Oxford5000,A1,0,0,1,0,1,0,1,0,0,0
1477,everybody,Oxford5000,A1,1,0,1,0,1,0,0,0,0,0
1478,everyday,Oxford5000,A2,0,0,1,0,1,0,0,0,0,0
1479,everyone,Oxford5000,A1,0,1,1,0,1,0,0,0,0,0
1480,everything,Oxford5000,A1,0,0,1,1,1,0,0,0,0,0
1481,everywhere,Oxford5000,A2,0,0,1,0,1,0,0,0,0,0
1482,evidence,Oxford5000,A2,0,0,0,0,1,0,0,1,0,0
1483,evident,Oxford5000,B2,0,0,0,0,1,0,0,1,0,0
1484,evil,Oxford5000,B2,0,0,1,0,0,0,0,1,0,0
1485,evoke,Oxford5000,C1,0,0,0,1,0,0,0,0,0,0
1486,evolution,Oxford5000,B2,0,0,0,0,1,0,0,1,1,0
1487,evolutionary,Oxford5000,C1,0,0,1,0,1,0,0,1,1,0
1488,evolve,Oxford5000,B2,1,0,0,1,0,0,0,0,0,0
1489,exact,Oxford5000,A2,0,0,0,1,0,1,0,0,0,0
1490,exactly,Oxford5000,A2,0,0,1,1,0,1,0,0,0,0
1491,exaggerate,Oxford5000,C1,0,0,0,1,0,1,1,0,0,0
1492,exam,Oxford5000,A1,0,0,0,1,0,1,0,0,0,0
1493,examination,Oxford5000,B2,0,0,0,1,0,1,0,1,0,0
1494,examine,Oxford5000,B1,0,0,0,1,0,1,0,0,0,0
1495,example,Oxford5000,A1,0,0,0,1,0,1,0,1,0,0
1496,exceed,Oxford5000,B2,0,0,1,1,0,0,0,0,0,0
1497,excellence,Oxford5000,C1,0,0,0,0,1,0,0,1,0,0
1498,excellent,Oxford5000,A2,0,0,0,0,1,0,0,1,0,0
1499,except,Oxford5000,B1,0,0,0,1,1,0,0,0,0,0
1500,exception,Oxford5000,B2,0,0,0,1,1,0,0,1,0,0
1501,exceptional,Oxford5000,C1,0,0,0,1,1,0,0,1,0,0
1502,excess,Oxford5000,C1,0,0,0,0,1,0,0,0,0,0
1503,excessive,Oxford5000,B2,0,0,0,1,1,0,0,0,0,0
1504,exchange,Oxford5000,B1,0,0,0,1,0,0,0,0,0,0
1505,excited,Oxford5000,A1,0,0,0,1,0,0,0,1,0,0
1506,excitement,Oxford5000,B1,0,0,0,1,0,0,0,1,0,0
1507,exciting,Oxford5000,A1,0,0,0,1,0,0,0,0,0,0
1508,exclude,Oxford5000,B2,0,0,0,1,0,0,0,0,1,0
1509,exclusion,Oxford5000,C1,0,0,0,1,0,0,0,1,1,0
1510,exclusive,Oxford5000,C1,0,0,0,1,0,0,0,0,1,0
1511,exclusively,Oxford5000,C1,0,0,1,1,0,0,0,0,1,0
1512,excuse,Oxford5000,B2,0,0,0,1,0,0,0,0,1,0
1513,execute,Oxford5000,C1,0,0,0,0,1,0,0,1,1,0
1514,execution,Oxford5000,C1,0,0,0,0,1,0,0,1,1,0
1515,executive,Oxford5000,B2,0,0,0,1,1,0,0,1,0,0
1516,exercise,Oxford5000,A1,0,0,0,0,1,0,1,0,0,0
1517,exert,Oxford5000,C1,0,0,0,1,0,0,1,0,0,0
1518,exhibit,Oxford5000,B2,0,0,0,1,0,0,0,0,0,0
1519,exhibition,Oxford5000,B1,0,0,0,1,1,0,0,1,0,0
1520,exile,Oxford5000,C1,0,0,0,0,1,0,0,0,0,0
1521,exist,Oxford5000,A2,0,0,0,1,0,0,0,0,0,0
1522,existence,Oxford5000,B2,0,0,0,1,1,0,0,1,0,0
1523,exit,Oxford5000,B2,0,0,0,1,1,0,0,0,0,0
1524,exotic,Oxford5000,B2,1,0,0,1,0,0,0,0,0,0
1525,expand,Oxford5000,B1,0,0,0,1,0,1,0,0,0,0
1526,expansion,Oxford5000,B2,0,0,0,1,0,1,0,1,0,0
1527,expect,Oxford5000,A2,0,0,0,1,1,0,0,0,0,0
1528,expectation,Oxford5000,B2,0,0,0,0,1,0,0,1,0,0
1529,expected,Oxford5000,B1,0,0,0,1,1,0,0,1,0,0
1530,expedition,Oxford5000,B1,0,0,0,1,1,0,0,1,0,0
1531,expenditure,Oxford5000,C1,0,0,0,1,1,0,1,1,0,0
1532,expense,Oxford5000,B2,0,0,0,1,1,0,0,0,0,0
1533,expensive,Oxford5000,A1,0,0,0,1,1,0,0,0,0,0
1534,experience,Oxford5000,A2,0,0,1,1,0,0,0,1,0,0
1535,experienced,Oxford5000,B1,0,0,1,1,0,0,0,1,0,0
1536,experiment,Oxford5000,A2,0,0,0,1,1,0,0,1,0,0
1537,experimental,Oxford5000,C1,0,0,0,1,1,0,0,1,0,0
1538,expert,Oxford5000,A2,0,0,0,0,1,0,1,0,0,0
1539,expertise,Oxford5000,B2,0,0,1,0,1,0,1,0,0,0
1540,expire,Oxford5000,C1,0,0,0,1,0,0,0,0,0,0
1541,explain,Oxford5000,A1,0,0,0,1,0,0,0,0,0,0
1542,explanation,Oxford5000,A2,0,0,0,0,1,0,0,1,0,0
1543,explicit,Oxford5000,C1,0,0,0,1,0,0,0,1,0,0
1544,explicitly,Oxford5000,C1,0,0,1,1,0,0,0,1,0,0
1545,explode,Oxford5000,B1,0,0,0,1,0,0,0,0,0,0
1546,exploit,Oxford5000,B2,0,0,0,0,1,0,0,0,0,0
1547,exploitation,Oxford5000,C1,0,0,0,0,1,0,0,1,0,0
1548,exploration,Oxford5000,B2,0,0,0,0,1,0,1,1,0,0
1549,explore,Oxford5000,B1,0,0,0,1,0,0,0,0,0,1
1550,explosion,Oxford5000,B1,0,0,0,1,0,0,0,1,0,0
1551,explosive,Oxford5000,C1,0,0,0,1,0,0,0,0,0,0
1552,export,Oxford5000,B1,0,0,0,0,1,0,0,0,0,1
1553,expose,Oxford5000,B2,0,0,0,1,0,0,0,0,0,0
1554,exposure,Oxford5000,B2,0,0,0,1,0,0,1,0,0,0
1555,express,Oxford5000,A2,0,0,0,1,1,0,0,0,0,0
1556,expression,Oxford5000,A2,0,0,0,1,1,0,0,1,0,0
1557,extend,Oxford5000,B2,0,0,0,1,1,0,0,0,0,0
1558,extension,Oxford5000,B2,0,0,0,1,1,0,0,1,0,0
1559,extensive,Oxford5000,B2,0,0,0,1,1,0,0,0,0,0
1560,extensively,Oxford5000,B2,0,0,1,1,1,0,0,0,0,0
1561,extent,Oxford5000,B2,0,0,0,1,1,0,0,0,0,0
1562,external,Oxford5000,B2,0,0,0,1,0,0,1,1,0,0
1563,extra,Oxford5000,A1,0,0,0,0,1,0,0,1,0,0
1564,extract,Oxford5000,B2,0,0,0,0,1,1,0,0,0,0
1565,extraordinary,Oxford5000,B2,0,0,1,0,1,0,0,1,0,1
1566,extreme,Oxford5000,A2,0,0,1,0,1,0,0,0,0,0
1567,extremely,Oxford5000,A2,0,0,1,0,1,0,0,0,0,0
1568,extremist,Oxford5000,C1,0,0,1,1,1,0,0,0,0,0
1569,fabric,Oxford5000,B2,0,0,0,1,0,1,0,0,0,0
1570,fabulous,Oxford5000,B2,0,0,0,0,0,1,0,1,0,0
1571,facilitate,Oxford5000,C1,0,0,0,1,0,0,0,1,0,0
1572,facility,Oxford5000,B2,0,0,1,1,0,0,0,1,0,0
1573,fact,Oxford5000,A1,0,0,0,0,0,1,0,0,0,0
1574,faction,Oxford5000,C1,0,0,0,0,0,1,0,1,0,0
1575,factor,Oxford5000,A2,0,0,0,0,0,1,1,0,0,0
1576,factory,Oxford5000,A2,0,0,1,0,0,1,1,0,0,0
1577,faculty,Oxford5000,C1,0,0,1,0,0,1,0,1,0,0
1578,failure,Oxford5000,B2,0,0,0,0,0,0,1,0,0,0
1579,fair,Oxford5000,A2,0,0,0,0,1,0,0,0,0,0
1580,fairly,Oxford5000,B1,0,0,1,0,1,0,0,0,0,0
1581,fairness,Oxford5000,C1,0,0,0,0,1,0,0,1,0,0
1582,fall,Oxford5000,A2,0,0,0,0,0,0,0,0,0,1
1583,FALSE,Oxford5000,A1,0,0,0,0,0,0,0,0,0,1
1584,familiar,Oxford5000,B1,0,0,0,1,0,0,1,1,0,0
1585,family,Oxford5000,A1,0,0,1,0,0,1,0,1,0,0
1586,famous,Oxford5000,A1,0,0,0,0,0,0,0,1,0,0
1587,fan,Oxford5000,A2,0,0,0,0,0,1,0,0,0,0
1588,fancy,Oxford5000,B1,0,0,1,0,0,1,0,0,0,0
1589,fantastic,Oxford5000,A1,0,0,0,1,0,1,0,0,0,0
1590,fantasy,Oxford5000,B2,0,0,1,0,0,1,0,1,0,0
1591,far,Oxford5000,B1,1,0,0,0,0,0,0,0,0,0
1592,fare,Oxford5000,B2,0,0,0,0,1,0,0,0,0,0
1593,farm,Oxford5000,A1,1,0,0,0,0,0,0,0,0,0
1594,farmer,Oxford5000,A1,1,0,0,0,0,0,1,0,0,0
1595,farming,Oxford5000,A2,1,0,0,1,0,0,0,0,0,0
1596,fascinating,Oxford5000,B1,0,0,0,1,0,1,0,1,0,0
1597,fashion,Oxford5000,A2,0,0,0,0,0,1,0,1,0,0
1598,fashionable,Oxford5000,B1,0,0,0,0,0,1,0,1,0,0
1599,fast,Oxford5000,A1,0,0,0,0,0,1,0,0,0,0
1600,fasten,Oxford5000,B1,0,0,0,0,0,1,0,1,0,0
1601,fat,Oxford5000,A1,0,0,0,0,0,1,0,0,0,0
1602,fatal,Oxford5000,C1,0,0,0,0,0,0,0,1,0,0
1603,father,Oxford5000,A1,1,0,0,0,0,0,1,0,0,0
1604,fault,Oxford5000,B2,0,0,0,0,0,0,0,0,0,1
1605,favour,Oxford5000,B1,0,0,0,0,0,0,1,0,0,0
1606,favourite,Oxford5000,A1,0,0,0,1,0,0,1,0,0,0
1607,fear,Oxford5000,A2,0,0,0,1,0,0,0,0,0,0
1608,feat,Oxford5000,C1,0,0,1,0,0,0,0,0,0,0
1609,feather,Oxford5000,B2,0,0,0,0,1,0,1,0,0,0
1610,feature,Oxford5000,A2,0,0,1,0,0,0,1,0,0,0
1611,February,Oxford5000,A1,0,0,1,0,1,0,0,1,0,0
1612,federal,Oxford5000,B2,0,0,0,0,1,0,1,1,0,0
1613,fee,Oxford5000,B2,0,0,1,0,0,0,0,0,0,0
1614,feed,Oxford5000,B2,0,0,1,0,0,0,0,0,0,0
1615,feedback,Oxford5000,B2,0,0,1,0,0,1,0,0,0,0
