caseId,family,route,entryControl,surfaceId,sourceAnchor,sourceVersion,role,capabilityFlags,datasetId,state,viewport,zoom,inputMode,evidenceClass,expectedContract,commandOrSteps,status,findingIds,artifactIds,blockerOwner,blockerReason,action,priorState,pendingState,terminalState,requestIdentity,acknowledgementBudgetProposedMs,acknowledgementMeasuredMs,outcomeMeasuredMs,settleMeasuredMs,geometrySummaryId,liveObservationId,motionPreference,focusBeforeAfter,scrollBeforeAfter,staleResponseOutcome
DIALOG-020,crm-books-mindmap-modal,,explicit fixture disclosure; not domain entry proof,crm-books-mindmap-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,initial,static dialog/tab geometry only,1440,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,pass,,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-021,crm-student-modal,,explicit fixture disclosure; not domain entry proof,crm-student-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Info,static dialog/tab geometry only,768,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,pass,,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-022,crm-student-modal,,explicit fixture disclosure; not domain entry proof,crm-student-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Learning Profile,static dialog/tab geometry only,768,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,pass,,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-023,crm-student-modal,,explicit fixture disclosure; not domain entry proof,crm-student-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Student 360,static dialog/tab geometry only,768,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,pass,,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-024,crm-student-modal,,explicit fixture disclosure; not domain entry proof,crm-student-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Courses,static dialog/tab geometry only,768,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,pass,,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-025,crm-student-modal,,explicit fixture disclosure; not domain entry proof,crm-student-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Finance,static dialog/tab geometry only,768,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,pass,,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-026,crm-student-modal,,explicit fixture disclosure; not domain entry proof,crm-student-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Identity,static dialog/tab geometry only,768,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,pass,,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-027,crm-student-modal,,explicit fixture disclosure; not domain entry proof,crm-student-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Teaching Sessions,static dialog/tab geometry only,768,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,pass,,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-028,crm-course-modal,,explicit fixture disclosure; not domain entry proof,crm-course-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Info,static dialog/tab geometry only,768,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,pass,,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-029,crm-course-modal,,explicit fixture disclosure; not domain entry proof,crm-course-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Management,static dialog/tab geometry only,768,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,pass,,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-030,crm-classroom-modal,,explicit fixture disclosure; not domain entry proof,crm-classroom-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Settings,static dialog/tab geometry only,768,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,pass,,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-031,crm-classroom-modal,,explicit fixture disclosure; not domain entry proof,crm-classroom-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Scheduling,static dialog/tab geometry only,768,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,pass,,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-032,crm-classroom-modal,,explicit fixture disclosure; not domain entry proof,crm-classroom-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Attendance,static dialog/tab geometry only,768,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,pass,,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-033,crm-classroom-modal,,explicit fixture disclosure; not domain entry proof,crm-classroom-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Stream,static dialog/tab geometry only,768,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,pass,,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-034,crm-classroom-modal,,explicit fixture disclosure; not domain entry proof,crm-classroom-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Modules,static dialog/tab geometry only,768,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,pass,,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-035,crm-classroom-modal,,explicit fixture disclosure; not domain entry proof,crm-classroom-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Classwork,static dialog/tab geometry only,768,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,pass,,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-036,crm-classroom-modal,,explicit fixture disclosure; not domain entry proof,crm-classroom-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Review Board,static dialog/tab geometry only,768,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,pass,,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-037,scheduler-action-modal,,explicit fixture disclosure; not domain entry proof,scheduler-action-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,initial,static dialog/tab geometry only,768,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,pass,,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-038,bulk-delete-warning-modal,,explicit fixture disclosure; not domain entry proof,bulk-delete-warning-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,initial,static dialog/tab geometry only,768,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,pass,,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-039,crm-teaching-session-modal,,explicit fixture disclosure; not domain entry proof,crm-teaching-session-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,initial,static dialog/tab geometry only,768,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,pass,,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-040,crm-books-mindmap-modal,,explicit fixture disclosure; not domain entry proof,crm-books-mindmap-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,initial,static dialog/tab geometry only,768,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,finding,F-02,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-041,crm-student-modal,,explicit fixture disclosure; not domain entry proof,crm-student-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Info,static dialog/tab geometry only,390,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,finding,F-01,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-042,crm-student-modal,,explicit fixture disclosure; not domain entry proof,crm-student-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Learning Profile,static dialog/tab geometry only,390,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,finding,F-01,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-043,crm-student-modal,,explicit fixture disclosure; not domain entry proof,crm-student-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Student 360,static dialog/tab geometry only,390,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,pass,,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-044,crm-student-modal,,explicit fixture disclosure; not domain entry proof,crm-student-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Courses,static dialog/tab geometry only,390,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,finding,F-01,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-045,crm-student-modal,,explicit fixture disclosure; not domain entry proof,crm-student-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Finance,static dialog/tab geometry only,390,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,finding,F-01,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-046,crm-student-modal,,explicit fixture disclosure; not domain entry proof,crm-student-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Identity,static dialog/tab geometry only,390,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,finding,F-01,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-047,crm-student-modal,,explicit fixture disclosure; not domain entry proof,crm-student-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Teaching Sessions,static dialog/tab geometry only,390,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,finding,F-01,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-048,crm-course-modal,,explicit fixture disclosure; not domain entry proof,crm-course-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Info,static dialog/tab geometry only,390,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,pass,,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-049,crm-course-modal,,explicit fixture disclosure; not domain entry proof,crm-course-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Management,static dialog/tab geometry only,390,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,finding,F-01,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-050,crm-classroom-modal,,explicit fixture disclosure; not domain entry proof,crm-classroom-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Settings,static dialog/tab geometry only,390,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,pass,,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-051,crm-classroom-modal,,explicit fixture disclosure; not domain entry proof,crm-classroom-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Scheduling,static dialog/tab geometry only,390,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,finding,F-01,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-052,crm-classroom-modal,,explicit fixture disclosure; not domain entry proof,crm-classroom-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Attendance,static dialog/tab geometry only,390,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,finding,F-01,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-053,crm-classroom-modal,,explicit fixture disclosure; not domain entry proof,crm-classroom-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Stream,static dialog/tab geometry only,390,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,finding,F-01,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-054,crm-classroom-modal,,explicit fixture disclosure; not domain entry proof,crm-classroom-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Modules,static dialog/tab geometry only,390,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,pass,,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-055,crm-classroom-modal,,explicit fixture disclosure; not domain entry proof,crm-classroom-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Classwork,static dialog/tab geometry only,390,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,pass,,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-056,crm-classroom-modal,,explicit fixture disclosure; not domain entry proof,crm-classroom-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Review Board,static dialog/tab geometry only,390,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,pass,,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-057,scheduler-action-modal,,explicit fixture disclosure; not domain entry proof,scheduler-action-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,initial,static dialog/tab geometry only,390,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,pass,,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-058,bulk-delete-warning-modal,,explicit fixture disclosure; not domain entry proof,bulk-delete-warning-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,initial,static dialog/tab geometry only,390,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,pass,,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-059,crm-teaching-session-modal,,explicit fixture disclosure; not domain entry proof,crm-teaching-session-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,initial,static dialog/tab geometry only,390,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,pass,,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-060,crm-books-mindmap-modal,,explicit fixture disclosure; not domain entry proof,crm-books-mindmap-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,initial,static dialog/tab geometry only,390,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,finding,F-02,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-061,crm-student-modal,,explicit fixture disclosure; not domain entry proof,crm-student-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Info,static dialog/tab geometry only,360,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,finding,F-01,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-062,crm-student-modal,,explicit fixture disclosure; not domain entry proof,crm-student-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Learning Profile,static dialog/tab geometry only,360,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,finding,F-01,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-063,crm-student-modal,,explicit fixture disclosure; not domain entry proof,crm-student-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Student 360,static dialog/tab geometry only,360,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,pass,,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-064,crm-student-modal,,explicit fixture disclosure; not domain entry proof,crm-student-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Courses,static dialog/tab geometry only,360,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,finding,F-01,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-065,crm-student-modal,,explicit fixture disclosure; not domain entry proof,crm-student-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Finance,static dialog/tab geometry only,360,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,finding,F-01,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-066,crm-student-modal,,explicit fixture disclosure; not domain entry proof,crm-student-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Identity,static dialog/tab geometry only,360,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,finding,F-01,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-067,crm-student-modal,,explicit fixture disclosure; not domain entry proof,crm-student-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Teaching Sessions,static dialog/tab geometry only,360,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,finding,F-01,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-068,crm-course-modal,,explicit fixture disclosure; not domain entry proof,crm-course-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Info,static dialog/tab geometry only,360,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,pass,,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-069,crm-course-modal,,explicit fixture disclosure; not domain entry proof,crm-course-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Management,static dialog/tab geometry only,360,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,finding,F-01,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-070,crm-classroom-modal,,explicit fixture disclosure; not domain entry proof,crm-classroom-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Settings,static dialog/tab geometry only,360,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,pass,,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-071,crm-classroom-modal,,explicit fixture disclosure; not domain entry proof,crm-classroom-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Scheduling,static dialog/tab geometry only,360,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,finding,F-01,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-072,crm-classroom-modal,,explicit fixture disclosure; not domain entry proof,crm-classroom-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Attendance,static dialog/tab geometry only,360,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,finding,F-01,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-073,crm-classroom-modal,,explicit fixture disclosure; not domain entry proof,crm-classroom-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Stream,static dialog/tab geometry only,360,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,finding,F-01,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-074,crm-classroom-modal,,explicit fixture disclosure; not domain entry proof,crm-classroom-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Modules,static dialog/tab geometry only,360,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,finding,F-01,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-075,crm-classroom-modal,,explicit fixture disclosure; not domain entry proof,crm-classroom-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Classwork,static dialog/tab geometry only,360,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,finding,F-01,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-076,crm-classroom-modal,,explicit fixture disclosure; not domain entry proof,crm-classroom-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Review Board,static dialog/tab geometry only,360,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,pass,,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-077,scheduler-action-modal,,explicit fixture disclosure; not domain entry proof,scheduler-action-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,initial,static dialog/tab geometry only,360,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,pass,,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-078,bulk-delete-warning-modal,,explicit fixture disclosure; not domain entry proof,bulk-delete-warning-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,initial,static dialog/tab geometry only,360,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,pass,,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-079,crm-teaching-session-modal,,explicit fixture disclosure; not domain entry proof,crm-teaching-session-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,initial,static dialog/tab geometry only,360,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,finding,F-01,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-080,crm-books-mindmap-modal,,explicit fixture disclosure; not domain entry proof,crm-books-mindmap-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,initial,static dialog/tab geometry only,360,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,finding,F-02,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-081,crm-student-modal,,explicit fixture disclosure; not domain entry proof,crm-student-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Info,static dialog/tab geometry only,844,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,pass,,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-082,crm-student-modal,,explicit fixture disclosure; not domain entry proof,crm-student-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Learning Profile,static dialog/tab geometry only,844,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,pass,,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-083,crm-student-modal,,explicit fixture disclosure; not domain entry proof,crm-student-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Student 360,static dialog/tab geometry only,844,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,pass,,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-084,crm-student-modal,,explicit fixture disclosure; not domain entry proof,crm-student-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Courses,static dialog/tab geometry only,844,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,pass,,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-085,crm-student-modal,,explicit fixture disclosure; not domain entry proof,crm-student-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Finance,static dialog/tab geometry only,844,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,pass,,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-086,crm-student-modal,,explicit fixture disclosure; not domain entry proof,crm-student-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Identity,static dialog/tab geometry only,844,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,pass,,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-087,crm-student-modal,,explicit fixture disclosure; not domain entry proof,crm-student-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Teaching Sessions,static dialog/tab geometry only,844,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,pass,,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-088,crm-course-modal,,explicit fixture disclosure; not domain entry proof,crm-course-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Info,static dialog/tab geometry only,844,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,pass,,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-089,crm-course-modal,,explicit fixture disclosure; not domain entry proof,crm-course-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Management,static dialog/tab geometry only,844,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,pass,,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-090,crm-classroom-modal,,explicit fixture disclosure; not domain entry proof,crm-classroom-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Settings,static dialog/tab geometry only,844,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,pass,,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-091,crm-classroom-modal,,explicit fixture disclosure; not domain entry proof,crm-classroom-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Scheduling,static dialog/tab geometry only,844,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,pass,,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-092,crm-classroom-modal,,explicit fixture disclosure; not domain entry proof,crm-classroom-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Attendance,static dialog/tab geometry only,844,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,pass,,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-093,crm-classroom-modal,,explicit fixture disclosure; not domain entry proof,crm-classroom-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Stream,static dialog/tab geometry only,844,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,pass,,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-094,crm-classroom-modal,,explicit fixture disclosure; not domain entry proof,crm-classroom-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Modules,static dialog/tab geometry only,844,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,pass,,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-095,crm-classroom-modal,,explicit fixture disclosure; not domain entry proof,crm-classroom-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Classwork,static dialog/tab geometry only,844,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,pass,,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-096,crm-classroom-modal,,explicit fixture disclosure; not domain entry proof,crm-classroom-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,Review Board,static dialog/tab geometry only,844,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,pass,,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-097,scheduler-action-modal,,explicit fixture disclosure; not domain entry proof,scheduler-action-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,initial,static dialog/tab geometry only,844,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,pass,,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-098,bulk-delete-warning-modal,,explicit fixture disclosure; not domain entry proof,bulk-delete-warning-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,initial,static dialog/tab geometry only,844,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,pass,,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-099,crm-teaching-session-modal,,explicit fixture disclosure; not domain entry proof,crm-teaching-session-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,initial,static dialog/tab geometry only,844,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,pass,,dialog-layout.json,,,,,,,,,,,,,,,,,
DIALOG-100,crm-books-mindmap-modal,,explicit fixture disclosure; not domain entry proof,crm-books-mindmap-modal,,9fadfec71222eccc056fb7ccf360f2bf8dd4d2ba + manifest.json,admin,,initial,static dialog/tab geometry only,844,100%,Chrome automation,local simulated UI,static dialog/tab geometry only,,finding,F-02,dialog-layout.json,,,,,,,,,,,,,,,,,
