ID,TITLE,ANSWER,Level,lex_score,grammar_score,dictation_score,reasons
371,#371 RS,Students are afraid of writing an essay because they have not learned how to do it.,2,0,1,2,"lex=0(rare_avg=4.46: essay(4.23), afraid(4.70)) | grammar=perfect(have not learned) | dictation=long(16); dense(6)"
372,#372 RS,Glass is not a true solid because it does not have a crystal structure.,2,0,0,2,"lex=0(rare_avg=4.57: crystal(4.40), solid(4.73)) | dictation=long(14); dense(6)"
373,#373 RS,You should include your name and identification number in the application form.,2,0,1,2,"lex=0(rare_avg=4.52: identification(4.18), application(4.86)) | grammar=modal(should) | dictation=long(12); dense(6)"
374,#374 RS,Children are not allowed in the chemical labs.,1,0,1,0,"lex=0(rare_avg=4.20: labs(3.82), chemical(4.57)) | grammar=passive(are not allowed)"
375,#375 RS,I'm glad that you've got it.,1,0,0,1,"lex=0(rare_avg=5.02: glad(4.90), you've(5.13)) | dictation=contraction"
376,#376 RS,Passengers on the train should not put feet on the seat.,2,0,1,1,"lex=0(rare_avg=4.58: passengers(4.34), seat(4.82)) | grammar=modal(should) | dictation=long(11)"
377,#377 RS,I make sure to prepare reports for my boss.,1,0,0,0,"lex=0(rare_avg=4.65: prepare(4.55), boss(4.76))"
378,#378 RS,Could you pass the material to students that are in your row?,2,0,1,1,"lex=0(rare_avg=4.78: row(4.60), material(4.95)) | grammar=modal(could) | dictation=long(12)"
379,#379 RS,39.5% of California residents speak a language other than English at home.,1,0,0,2,"lex=0(rare_avg=4.83: residents(4.64), speak(5.03)) | dictation=number; long(12)"
380,#380 RS,The test shows that you know a lot about Canada.,1,0,0,0,"lex=0(rare_avg=5.21: test(5.19), shows(5.23))"
381,#381 RS,You need to pass the written exam before you can apply for the driver's license.,2,0,0,3,"lex=0(rare_avg=4.02: driver's(3.78), exam(4.26)) | dictation=contraction; long(15); dense(7)"
382,#382 RS,You need to get a new photo for your driver's license.,2,0,0,3,"lex=0(rare_avg=4.15: driver's(3.78), license(4.52)) | dictation=contraction; long(11); dense(6)"
383,#383 RS,The university celebrated Earth Day by planting trees.,1,0,0,0,"lex=0(rare_avg=4.03: planting(3.81), celebrated(4.24))"
384,#384 RS,Remember to sign the attendance register before leaving the lecture hall.,2,0,0,2,"lex=0(rare_avg=4.15: lecture(4.14), attendance(4.17)) | dictation=long(11); dense(7)"
385,#385 RS,You can speak to the current students at the information session.,1,0,0,1,"lex=0(rare_avg=4.88: session(4.72), speak(5.03)) | dictation=long(11)"
386,#386 RS,There were lots of tourists wandering on the busy street.,1,0,0,0,"lex=0(rare_avg=3.93: wandering(3.80), tourists(4.06))"
387,#387 RS,Several people have applied for this position.,1,0,1,0,"lex=0(rare_avg=4.94: applied(4.67), position(5.21)) | grammar=perfect(have applied)"
388,#388 RS,"When I was in school, I had many of the same problems you do now.",1,0,0,1,"lex=0(rare_avg=5.45: problems(5.19), school(5.71)) | dictation=long(15)"
389,#389 RS,The result of the study will be published next month.,1,0,1,0,"lex=0(rare_avg=5.12: published(5.07), result(5.18)) | grammar=passive(be published)"
390,#390 RS,"The real reason for global hunger is not the lack of food, but poverty.",2,0,0,2,"lex=0(rare_avg=4.28: hunger(4.10), poverty(4.46)) | dictation=long(14); dense(7)"
391,#391 RS,The original Olympic Games were celebrated as religious festivals.,1,0,1,0,"lex=0(rare_avg=4.05: festivals(3.87), celebrated(4.24)) | grammar=passive(were celebrated)"
392,#392 RS,She has been in the library for a long time.,1,0,1,0,"lex=0(rare_avg=5.33: library(4.86), long(5.81)) | grammar=perfect(has been)"
393,#393 RS,"Line up in a row, we will enter the library from the left side.",2,0,0,2,"lex=0(rare_avg=4.71: row(4.60), enter(4.81)) | dictation=long(14); dense(6)"
394,#394 RS,Please register your student email account at your earliest convenience.,1,0,0,1,"lex=0(rare_avg=4.05: convenience(4.02), earliest(4.09)) | dictation=dense(7)"
395,#395 RS,Our professor is hosting the business development conference next week.,1,0,0,1,"lex=0(rare_avg=4.53: hosting(4.16), professor(4.90)) | dictation=dense(7)"
396,#396 RS,"On behalf of our department, thank you for your participation.",1,0,0,0,"lex=0(rare_avg=4.38: participation(4.33), behalf(4.42))"
397,#397 RS,"Even with the permit, finding a parking spot on campus is still impossible.",2,0,0,2,"lex=0(rare_avg=4.34: permit(4.22), parking(4.47)) | dictation=long(13); dense(6)"
398,#398 RS,All the assignments should be submitted by the end of this week.,3,0,2,1,"lex=0(rare_avg=4.10: assignments(3.88), submitted(4.32)) | grammar=modal(should); passive(be submitted) | dictation=long(12)"
399,#399 RS,It is acknowledged that his work is groundbreaking.,1,1,1,0,"lex=1(rare_avg=3.77: groundbreaking(3.46), acknowledged(4.08)) | grammar=passive(is acknowledged)"
400,#400 RS,You can get a student card at the reception.,1,0,0,0,"lex=0(rare_avg=4.62: reception(4.23), student(5.02))"
401,#401 RS,"Unfortunately, the two most interesting economics electives clash on my timetable.",2,1,0,2,"lex=1(rare_avg=3.09: electives(2.74), timetable(3.44)) | dictation=long(11); dense(7)"
402,#402 RS,The new hypothesis needs to be tested with a controlled experiment.,2,0,1,2,"lex=0(rare_avg=4.12: hypothesis(3.87), experiment(4.38)) | grammar=passive(be tested) | dictation=long(11); dense(6)"
403,#403 RS,Establishing and retaining intellectual leadership clearly takes strong management skills.,1,0,0,1,"lex=0(rare_avg=3.95: retaining(3.78), establishing(4.11)) | dictation=dense(9)"
404,#404 RS,Almost every representative of a new idea has to struggle and suffer similar difficulties.,2,0,0,2,"lex=0(rare_avg=4.33: difficulties(4.21), suffer(4.45)) | dictation=long(14); dense(8)"
405,#405 RS,The interaction of climate change and soil degradation will probably aggravate conditions.,2,1,0,2,"lex=1(rare_avg=3.20: aggravate(2.80), degradation(3.60)) | dictation=long(12); dense(8)"
406,#406 RS,Information is being given to readers in a format that looks familiar.,2,0,1,2,"lex=0(rare_avg=4.44: readers(4.41), format(4.47)) | grammar=passive(is being given) | dictation=long(12); dense(6)"
407,#407 RS,Very little of the work in today's knowledge firms is repetitive or mechanical.,2,0,0,3,"lex=0(rare_avg=3.95: repetitive(3.56), mechanical(4.33)) | dictation=contraction; long(13); dense(7)"
408,#408 RS,The recent technical advances have been not only significant but also rapid.,3,0,2,1,"lex=0(rare_avg=4.23: advances(4.08), rapid(4.38)) | grammar=passive(been not only significant); perfect(have been) | dictation=long(12)"
409,#409 RS,I must see him before he flies out to London for about a week.,2,0,1,1,"lex=0(rare_avg=4.82: flies(4.09), week(5.56)) | grammar=modal(must) | dictation=long(14)"
410,#410 RS,The verdict depends on which side was more convincing to the jury.,2,0,1,1,"lex=0(rare_avg=4.00: convincing(3.97), verdict(4.03)) | grammar=relative(which) | dictation=long(12)"
411,#411 RS,Anatomy is the study of internal and external body structures.,1,0,0,1,"lex=0(rare_avg=4.21: anatomy(3.94), structures(4.48)) | dictation=dense(6)"
412,#412 RS,Biographical information should be removed before the publication of the results.,3,0,2,1,"lex=0(rare_avg=3.92: biographical(3.38), publication(4.45)) | grammar=modal(should); passive(be removed) | dictation=long(11)"
413,#413 RS,"If the doctor calls while I'm out, please leave a message.",2,0,0,3,"lex=0(rare_avg=4.91: doctor(4.90), calls(4.91)) | dictation=contraction; long(11); dense(6)"
414,#414 RS,"After I graduated from college, I spent two years traveling around the world.",2,0,0,2,"lex=0(rare_avg=4.21: graduated(4.14), traveling(4.27)) | dictation=long(13); dense(8)"
415,#415 RS,"She sold all her furniture, so she could afford to feed herself and her dog.",2,0,1,2,"lex=0(rare_avg=4.43: furniture(4.29), afford(4.57)) | grammar=modal(could) | dictation=long(15); dense(6)"
416,#416 RS,Please keep the keys with you because the front door often locks automatically.,2,0,0,2,"lex=0(rare_avg=4.17: locks(3.94), keys(4.39)) | dictation=long(13); dense(9)"
417,#417 RS,Interpreters are not readily available in this department.,1,1,0,0,"lex=1(rare_avg=3.51: interpreters(3.09), readily(3.93))"
418,#418 RS,Our log books make up five percent of total marks.,1,0,0,1,"lex=0(rare_avg=4.43: log(4.37), marks(4.49)) | dictation=dense(7)"
419,#419 RS,"If you need any information about the university, you can check with the information office located next to the corridor.",2,0,0,2,"lex=0(rare_avg=4.37: corridor(3.88), located(4.86)) | dictation=long(20); dense(9)"
420,#420 RS,I was overwhelmed with too much irrelevant information.,1,0,1,0,"lex=0(rare_avg=3.93: overwhelmed(3.88), irrelevant(3.98)) | grammar=passive(was overwhelmed)"
421,#421 RS,I could not save my work because my computer crashed.,1,0,1,0,"lex=0(rare_avg=4.50: crashed(4.04), computer(4.97)) | grammar=modal(could)"
422,#422 RS,The lecture theater is located on the ground floor of the building.,2,0,1,2,"lex=0(rare_avg=4.24: lecture(4.14), theater(4.35)) | grammar=passive(is located) | dictation=long(12); dense(6)"
423,#423 RS,Please prepare a PowerPoint presentation for tomorrow's meeting.,1,0,0,1,"lex=0(rare_avg=3.95: tomorrow's(3.59), presentation(4.31)) | dictation=contraction"
424,#424 RS,People with an active lifestyle are less likely to die early or to have a major illness.,2,0,0,2,"lex=0(rare_avg=4.35: lifestyle(4.29), illness(4.41)) | dictation=long(17); dense(9)"
425,#425 RS,She ate a sandwich and drank juice.,1,0,0,0,"lex=0(rare_avg=4.04: drank(3.95), sandwich(4.13))"
426,#426 RS,The first person in space was from the Soviet Union.,1,0,0,0,"lex=0(rare_avg=5.39: space(5.23), person(5.55))"
427,#427 RS,Few people now are skeptical about alternative power sources such as wind power.,2,0,0,2,"lex=0(rare_avg=4.20: skeptical(3.68), alternative(4.71)) | dictation=long(13); dense(7)"
428,#428 RS,Swimming uses more muscles than any other sport.,1,0,0,0,"lex=0(rare_avg=4.29: muscles(4.14), swimming(4.43))"
429,#429 RS,"Due to rising enrollment in courses, universities should also increase their staff.",2,0,1,2,"lex=0(rare_avg=4.14: enrollment(3.92), universities(4.36)) | grammar=modal(should) | dictation=long(12); dense(7)"
430,#430 RS,The chemistry exam results will be posted on the website.,1,0,1,0,"lex=0(rare_avg=4.30: exam(4.26), chemistry(4.35)) | grammar=passive(be posted)"
431,#431 RS,Critical literary theories broaden the scope of interpretation.,1,1,0,1,"lex=1(rare_avg=3.76: broaden(3.30), theories(4.22)) | dictation=dense(6)"
432,#432 RS,Basketball was created in 1891 by a physician and physical education instructor.,2,0,1,3,"lex=0(rare_avg=4.10: instructor(4.02), physician(4.18)) | grammar=passive(was created) | dictation=number; long(12); dense(6)"
433,#433 RS,"The faculty staff are very approachable, helpful and extremely friendly.",2,1,0,2,"lex=1(rare_avg=3.62: approachable(2.91), faculty(4.32)) | dictation=list_enum; dense(6)"
434,#434 RS,The program depends entirely on private funding.,1,0,0,0,"lex=0(rare_avg=4.58: depends(4.53), funding(4.63))"
435,#435 RS,There will be open book exams on Monday the 28th.,1,0,0,1,"lex=0(rare_avg=4.10: exams(4.00), th(4.20)) | dictation=number"
436,#436 RS,"Traffic is very bad in the evening; therefore, we must leave early.",2,0,1,2,"lex=0(rare_avg=4.86: traffic(4.85), evening(4.86)) | grammar=modal(must) | dictation=long(12); dense(6)"
437,#437 RS,Facebook is one of the most popular websites in the world today.,2,0,0,2,"lex=0(rare_avg=4.55: websites(4.20), facebook(4.90)) | dictation=long(12); dense(6)"
438,#438 RS,We must not be discouraged by setbacks in life.,3,1,2,0,"lex=1(rare_avg=3.42: setbacks(3.22), discouraged(3.62)) | grammar=modal(must); passive(be discouraged)"
439,#439 RS,Please go straight and turn left to reach the library.,1,0,0,1,"lex=0(rare_avg=4.90: library(4.86), reach(4.94)) | dictation=dense(7)"
440,#440 RS,"In consultation with your supervisor, your thesis is approved by the faculty committee.",2,0,1,2,"lex=0(rare_avg=3.98: supervisor(3.95), consultation(4.02)) | grammar=passive(is approved) | dictation=long(13); dense(6)"
441,#441 RS,Many health workers think that pensioners are too old to learn and understand.,2,0,0,2,"lex=0(rare_avg=4.06: pensioners(3.17), workers(4.95)) | dictation=long(13); dense(8)"
442,#442 RS,"Many students are so scared of writing essays, because they never learned how.",2,0,1,2,"lex=0(rare_avg=4.34: essays(4.08), scared(4.60)) | grammar=passive(are so scared) | dictation=long(13); dense(7)"
443,#443 RS,Would you like to videotape our lecture?,1,1,1,0,"lex=1(rare_avg=3.61: videotape(3.08), lecture(4.14)) | grammar=modal(would)"
444,#444 RS,"A demonstrated ability to write clear, correct and concise English is obligatory.",2,1,0,3,"lex=1(rare_avg=3.42: obligatory(3.39), concise(3.46)) | dictation=list_enum; long(12); dense(7)"
445,#445 RS,The students were instructed to submit their assignments before Friday.,1,1,1,0,"lex=1(rare_avg=3.86: instructed(3.84), assignments(3.88)) | grammar=passive(were instructed)"
446,#446 RS,The hotel is not far away from my apartment.,1,0,0,0,"lex=0(rare_avg=4.80: apartment(4.65), hotel(4.95))"
447,#447 RS,The library is located on the other side of the campus behind the student center.,2,0,1,2,"lex=0(rare_avg=4.69: campus(4.51), library(4.86)) | grammar=passive(is located) | dictation=long(15); dense(7)"
448,#448 RS,The topic next week will be colonialism and nuclear disarmament.,1,1,0,1,"lex=1(rare_avg=3.25: disarmament(3.17), colonialism(3.33)) | dictation=dense(6)"
449,#449 RS,A preliminary bibliography is due the week before the spring break.,2,0,0,2,"lex=0(rare_avg=3.99: bibliography(3.82), preliminary(4.16)) | dictation=long(11); dense(6)"
450,#450 RS,The professor took a year off to work on her book.,1,0,0,1,"lex=0(rare_avg=5.17: professor(4.90), book(5.43)) | dictation=long(11)"
451,#451 RS,Accommodations on campus are limited but there are more options nearby.,2,0,1,1,"lex=0(rare_avg=4.00: accommodations(3.48), campus(4.51)) | grammar=passive(are limited) | dictation=long(11)"
452,#452 RS,All the assignments are based on class discussion.,1,0,1,0,"lex=0(rare_avg=4.29: assignments(3.88), discussion(4.71)) | grammar=passive(are based)"
453,#453 RS,"And in this regard, as well as in other regards, this consideration is important.",2,0,1,2,"lex=0(rare_avg=4.24: regards(4.20), consideration(4.28)) | grammar=passive(is important) | dictation=list_enum; long(14)"
454,#454 RS,Apple is expected to announce several new products this fall.,1,0,1,1,"lex=0(rare_avg=4.51: announce(4.26), apple(4.76)) | grammar=passive(is expected) | dictation=dense(7)"
455,#455 RS,Your son has a bad cold and is in the nurse's room.,2,1,0,2,"lex=1(rare_avg=3.88: nurse's(2.73), cold(5.02)) | dictation=contraction; long(12)"
456,#456 RS,"As for me, it is a strategy to go to judicial review.",1,0,0,1,"lex=0(rare_avg=4.44: judicial(4.14), strategy(4.74)) | dictation=long(12)"
457,#457 RS,The Australian economy depends heavily on revenue from tourism and education.,2,0,0,2,"lex=0(rare_avg=4.41: tourism(4.28), depends(4.53)) | dictation=long(11); dense(6)"
458,#458 RS,Books that are overdue will incur a daily fine.,1,1,0,0,"lex=1(rare_avg=3.40: incur(3.30), overdue(3.50))"
459,#459 RS,Company software has changed a lot in the last year.,1,0,1,1,"lex=0(rare_avg=4.92: software(4.77), changed(5.07)) | grammar=perfect(has changed) | dictation=dense(6)"
460,#460 RS,Costs can be calculated once the critical path has been established.,3,0,2,1,"lex=0(rare_avg=4.40: calculated(4.10), path(4.71)) | grammar=passive(be calculated); perfect(has been established) | dictation=long(11)"
461,#461 RS,Any textual references you make should be cited appropriately in the footnotes.,3,1,2,2,"lex=1(rare_avg=3.27: footnotes(3.20), textual(3.34)) | grammar=modal(should); passive(be cited) | dictation=long(12); dense(6)"
462,#462 RS,Critics want the government to take this one stage further and ban the film altogether.,2,0,0,2,"lex=0(rare_avg=4.23: altogether(4.07), critics(4.39)) | dictation=long(15); dense(9)"
463,#463 RS,Distance learning has become far more popular these days.,1,0,0,1,"lex=0(rare_avg=4.88: distance(4.85), learning(4.92)) | dictation=dense(6)"
464,#464 RS,Do analysts really think that producing energy is largely responsible for current environmental problems?,2,0,0,2,"lex=0(rare_avg=4.14: analysts(3.84), producing(4.45)) | dictation=long(14); dense(10)"
465,#465 RS,Does the professor keep regular office hours?,1,0,0,0,"lex=0(rare_avg=4.93: professor(4.90), regular(4.95))"
466,#466 RS,Answering such a complex question with a simple yes or no is absolutely impossible.,2,0,0,2,"lex=0(rare_avg=4.43: answering(4.07), impossible(4.78)) | dictation=long(14); dense(7)"
467,#467 RS,I need somebody to fix the problem with the computer screen.,2,0,0,2,"lex=0(rare_avg=4.78: fix(4.75), somebody(4.80)) | dictation=long(11); dense(6)"
468,#468 RS,Electric cars are the future of transportation as they promise a cleaner environment.,2,0,0,2,"lex=0(rare_avg=4.24: cleaner(3.90), transportation(4.57)) | dictation=long(13); dense(7)"
469,#469 RS,Environmentalism is a category in which universities are competing.,3,1,2,0,"lex=1(rare_avg=3.46: environmentalism(2.69), competing(4.22)) | grammar=phrase(in which); relative(which)"
470,#470 RS,"Every year, students pass the biology course easily.",1,0,0,1,"lex=0(rare_avg=4.56: biology(4.22), easily(4.91)) | dictation=dense(6)"
471,#471 RS,Exam results will be available next week from the course office.,2,0,0,2,"lex=0(rare_avg=4.75: exam(4.26), results(5.23)) | dictation=long(11); dense(7)"
472,#472 RS,Extra seminars to be scheduled to assist you with revision.,1,1,1,0,"lex=1(rare_avg=3.66: seminars(3.50), revision(3.82)) | grammar=passive(be scheduled)"
473,#473 RS,Factors such as cost and function influence the design of the bridge.,2,0,0,2,"lex=0(rare_avg=4.71: factors(4.64), bridge(4.77)) | dictation=long(12); dense(6)"
474,#474 RS,"Government policies, though tough, have been a blessing in disguise.",2,1,1,2,"lex=1(rare_avg=3.89: disguise(3.72), blessing(4.06)) | grammar=perfect(have been) | dictation=list_enum; dense(6)"
475,#475 RS,He kept giving me suggestive looks.,1,0,0,0,"lex=0(rare_avg=4.11: suggestive(3.21), kept(5.00))"
476,#476 RS,Here is only one example but there are lots of others.,1,0,0,1,"lex=0(rare_avg=5.07: lots(4.88), example(5.27)) | dictation=long(11)"
477,#477 RS,Humans need to use energy in order to exist.,1,0,1,1,"lex=0(rare_avg=4.67: humans(4.61), exist(4.73)) | grammar=phrase(in order to) | dictation=dense(6)"
478,#478 RS,I won't be able to attend the lecture because I have a doctor appointment.,2,0,1,3,"lex=0(rare_avg=4.31: lecture(4.14), appointment(4.49)) | grammar=perfect(have a doctor appointment) | dictation=contraction; long(14); dense(7)"
479,#479 RS,I didn’t understand the author’s point of view on immigration.,1,1,0,1,"lex=1(rare_avg=3.88: didn(3.29), immigration(4.47)) | dictation=dense(6)"
480,#480 RS,I found a large rock and I broke through the basement window.,2,0,0,2,"lex=0(rare_avg=4.49: basement(4.18), window(4.80)) | dictation=long(12); dense(6)"
481,#481 RS,I just want to let you know that I think you’re the most beautiful woman that I’ve ever seen.,2,0,0,2,"lex=0(rare_avg=4.89: ve(4.56), beautiful(5.22)) | dictation=long(19); dense(10)"
482,#482 RS,"I know how to solve the problem, but I’ve been asked not to tell you.",2,0,1,2,"lex=0(rare_avg=4.49: solve(4.42), ve(4.56)) | grammar=passive(been asked) | dictation=long(15); dense(6)"
483,#483 RS,I missed yesterday’s lecture. Can I borrow your notes?,1,0,0,0,"lex=0(rare_avg=4.07: borrow(4.00), lecture(4.14))"
484,#484 RS,I need more quotations to back up my argument.,1,0,0,0,"lex=0(rare_avg=3.96: quotations(3.29), argument(4.64))"
485,#485 RS,"I spoke to him in English, but I couldn’t make myself understood.",2,1,0,1,"lex=1(rare_avg=3.66: couldn(2.74), understood(4.58)) | dictation=long(12)"
486,#486 RS,I think it's a shame that some foreign language teachers were able to graduate from college without ever having studied with a native speaker.,2,0,0,3,"lex=0(rare_avg=4.49: studied(4.49), speaker(4.49)) | dictation=contraction; long(24); dense(15)"
487,#487 RS,I think it's one of the best things I have done really.,2,0,0,3,"lex=0(rare_avg=5.66: done(5.58), things(5.74)) | dictation=contraction; long(12); dense(7)"
488,#488 RS,I think we should get together over the weekend to discuss this assignment.,2,0,1,2,"lex=0(rare_avg=4.42: assignment(4.18), discuss(4.66)) | grammar=modal(should) | dictation=long(13); dense(6)"
489,#489 RS,I used to have a cup of coffee with one sugar.,1,0,0,1,"lex=0(rare_avg=4.77: sugar(4.68), coffee(4.86)) | dictation=long(11)"
490,#490 RS,I would like to drastically decrease the amount of time it takes me to clean the house.,2,0,1,2,"lex=0(rare_avg=3.91: drastically(3.65), decrease(4.17)) | grammar=modal(would) | dictation=long(17); dense(8)"
491,#491 RS,I’m afraid Professor Jones didn’t suffer fools gladly.,1,1,0,0,"lex=1(rare_avg=3.48: didn(3.29), gladly(3.67))"
492,#492 RS,I’m quite aware of my own inadequacies.,1,1,0,0,"lex=1(rare_avg=3.67: inadequacies(2.57), aware(4.78))"
493,#493 RS,I’m sorry for being late for today’s lecture.,1,0,0,0,"lex=0(rare_avg=4.66: lecture(4.14), sorry(5.18))"
494,#494 RS,I’ve always been interested in biology and physics.,1,0,1,0,"lex=0(rare_avg=4.30: biology(4.22), physics(4.39)) | grammar=passive(been interested)"
495,#495 RS,"If you are unable to complete the task in time, please notify me by email.",2,0,0,2,"lex=0(rare_avg=4.17: notify(3.73), unable(4.61)) | dictation=long(15); dense(7)"
496,#496 RS,"If you forgot your student number, you should contact Jenny Brice.",2,0,1,1,"lex=0(rare_avg=4.81: forgot(4.63), contact(4.99)) | grammar=modal(should) | dictation=long(11)"
497,#497 RS,"If your parents come to visit you this semester, where will they stay?",2,0,1,1,"lex=0(rare_avg=4.54: semester(4.03), visit(5.04)) | grammar=relative(where) | dictation=long(13)"
498,#498 RS,"In English, the month of the year is always capitalized.",1,0,1,0,"lex=0(rare_avg=4.21: capitalized(3.16), month(5.25)) | grammar=passive(is always capitalized)"
499,#499 RS,"In Europe, the political pressure regarding globalization is similar.",1,0,0,0,"lex=0(rare_avg=4.06: globalization(3.46), regarding(4.67))"
500,#500 RS,"Despite the cold temperature, the sky is clear and blue.",1,0,1,1,"lex=0(rare_avg=4.68: temperature(4.64), sky(4.72)) | grammar=adv_sub(despite) | dictation=dense(6)"
501,#501 RS,What I have now is confidence and optimism.,1,0,0,0,"lex=0(rare_avg=4.16: optimism(3.66), confidence(4.65))"
502,#502 RS,It is important to take gender into account when discussing the figures.,2,0,1,2,"lex=0(rare_avg=4.41: discussing(4.23), gender(4.59)) | grammar=passive(is important) | dictation=long(12); dense(6)"
503,#503 RS,It is important to validate all assumptions before arriving at a conclusion.,2,1,1,1,"lex=1(rare_avg=3.67: validate(3.40), assumptions(3.95)) | grammar=passive(is important) | dictation=long(12)"
504,#504 RS,It is obligatory for companies to provide details of their industrial processes.,2,0,0,2,"lex=0(rare_avg=3.92: obligatory(3.39), processes(4.46)) | dictation=long(12); dense(6)"
505,#505 RS,It isn’t easy when it comes to the definition of this word.,2,1,0,1,"lex=1(rare_avg=3.81: isn(3.05), definition(4.58)) | dictation=long(12)"
506,#506 RS,John went rushing off down the corridor.,1,0,0,0,"lex=0(rare_avg=3.92: corridor(3.88), rushing(3.95))"
507,#507 RS,Many privately owned firms have been eaten up by larger corporations.,3,0,2,2,"lex=0(rare_avg=4.07: privately(4.01), eaten(4.13)) | grammar=passive(been eaten); perfect(have been eaten) | dictation=long(11); dense(7)"
508,#508 RS,"Mary has nobody to talk with, but she doesn’t feel lonely.",2,1,0,2,"lex=1(rare_avg=3.74: doesn(3.22), lonely(4.25)) | dictation=long(11); dense(6)"
509,#509 RS,Meteorology is the detailed study of the Earth's atmosphere.,2,1,1,1,"lex=1(rare_avg=3.84: meteorology(3.22), atmosphere(4.46)) | grammar=passive(is the detailed) | dictation=contraction"
510,#510 RS,Most of these criticisms can be shown to be false.,1,0,1,0,"lex=0(rare_avg=4.14: criticisms(3.66), false(4.63)) | grammar=passive(be shown)"
511,#511 RS,No more than four people can be in the lab at once.,1,0,0,1,"lex=0(rare_avg=4.97: lab(4.42), four(5.53)) | dictation=long(12)"
512,#512 RS,"Of all the heating and cooling options, central heating is the best.",2,0,0,2,"lex=0(rare_avg=4.12: cooling(4.06), heating(4.18)) | dictation=long(12); dense(6)"
513,#513 RS,"Of course, you can also choose to have your grades emailed to you.",2,1,1,1,"lex=1(rare_avg=3.90: emailed(3.51), grades(4.28)) | grammar=perfect(have your grades emailed) | dictation=long(13)"
514,#514 RS,"On this project, you will be asked to work as a group of three.",2,0,1,1,"lex=0(rare_avg=5.26: project(5.22), asked(5.30)) | grammar=passive(be asked) | dictation=long(14)"
515,#515 RS,One of the salient features of academic writing is the tendency to use formal words.,2,1,0,2,"lex=1(rare_avg=3.54: salient(3.12), tendency(3.96)) | dictation=long(15); dense(9)"
516,#516 RS,Applicants for the course should preferably have a degree in English or journalism.,2,1,1,1,"lex=1(rare_avg=3.83: preferably(3.71), applicants(3.94)) | grammar=modal(should) | dictation=long(13)"
517,#517 RS,"She was always here, but today she is missed.",1,0,1,0,"lex=0(rare_avg=5.19: missed(4.83), today(5.55)) | grammar=passive(is missed)"
518,#518 RS,Staying near the place of work saves precious hours every day.,2,0,0,2,"lex=0(rare_avg=4.20: saves(4.07), precious(4.33)) | dictation=long(11); dense(8)"
519,#519 RS,Students are not allowed to take journals out of the library.,2,0,1,1,"lex=0(rare_avg=4.39: journals(3.92), library(4.86)) | grammar=passive(are not allowed) | dictation=long(11)"
520,#520 RS,Students must observe lab safety regulations at all times.,1,0,1,1,"lex=0(rare_avg=4.24: observe(4.06), lab(4.42)) | grammar=modal(must) | dictation=dense(6)"
521,#521 RS,Students should take advantage of the online resources before attending the lecture.,2,0,1,2,"lex=0(rare_avg=4.22: lecture(4.14), attending(4.31)) | grammar=modal(should) | dictation=long(12); dense(7)"
522,#522 RS,Students will not be given credit for assignments submitted after the due date.,2,0,1,2,"lex=0(rare_avg=4.10: assignments(3.88), submitted(4.32)) | grammar=passive(be given) | dictation=long(13); dense(7)"
523,#523 RS,Students with queries about this term's timetables must speak to the tutor immediately.,3,2,1,3,"lex=2(rare_avg=2.44: term's(2.11), timetables(2.78)) | grammar=modal(must) | dictation=contraction; long(13); dense(7)"
524,#524 RS,Studies suggest there may be a correlation between educational achievement and family size.,3,0,2,2,"lex=0(rare_avg=4.11: correlation(3.86), achievement(4.36)) | grammar=modal(may); passive(be a correlation between) | dictation=long(13); dense(7)"
525,#525 RS,The agricultural sector in that country has been heavily subsidized.,3,1,2,0,"lex=1(rare_avg=3.85: subsidized(3.36), agricultural(4.34)) | grammar=passive(been heavily subsidized); perfect(has been heavily subsidized)"
526,#526 RS,Parental expectations are a major cause of stress among students.,1,0,0,1,"lex=0(rare_avg=4.11: parental(3.78), expectations(4.44)) | dictation=dense(7)"
527,#527 RS,Physics is the subject of matter and energy.,1,0,0,0,"lex=0(rare_avg=4.67: physics(4.39), subject(4.96))"
528,#528 RS,You need warm clothes for the winter.,1,0,0,0,"lex=0(rare_avg=4.71: warm(4.71), clothes(4.72))"
529,#529 RS,Control systems in manufacturing require a high level of accuracy.,1,0,0,1,"lex=0(rare_avg=4.40: accuracy(4.24), manufacturing(4.56)) | dictation=dense(7)"
530,#530 RS,Quality of life is an important measure by which cities are ranked.,3,0,2,2,"lex=0(rare_avg=4.50: ranked(4.35), measure(4.65)) | grammar=passive(is an important); relative(which) | dictation=long(12); dense(6)"
531,#531 RS,Scientists are getting closer to the answers to these questions.,1,0,0,0,"lex=0(rare_avg=4.55: scientists(4.50), answers(4.60))"
532,#532 RS,Several copies must be supplied to the university department to fulfil the requirement.,3,1,2,2,"lex=1(rare_avg=3.90: fulfil(3.55), supplied(4.24)) | grammar=modal(must); passive(be supplied) | dictation=long(13); dense(7)"
533,#533 RS,Note-taking methods work greatly both on paper and digitally.,1,1,0,1,"lex=1(rare_avg=3.89: digitally(3.45), greatly(4.33)) | dictation=dense(7)"
534,#534 RS,The application form is available in the office.,1,0,0,0,"lex=0(rare_avg=5.07: application(4.86), available(5.28))"
535,#535 RS,There is a pharmacy on campus near the store.,1,0,0,0,"lex=0(rare_avg=4.19: pharmacy(3.87), campus(4.51))"
536,#536 RS,The buildings looked lovely in the bright sunshine.,1,0,0,0,"lex=0(rare_avg=4.38: sunshine(4.16), bright(4.61))"
